LineRef;LineName
STIF:Line::C01289:;330
STIF:Line::C01669:;31
STIF:Line::C00910:;12
STIF:Line::C01048:;27
STIF:Line::C01049:;29A
STIF:Line::C02116:;09A
STIF:Line::C02118:;09C
STIF:Line::C02070:;03B
STIF:Line::C01047:;26
STIF:Line::C02485:;TàD 6131
STIF:Line::C00038:;6132
STIF:Line::C01172:;147
STIF:Line::C00271:;91
STIF:Line::C01678:;C
STIF:Line::C02066:;316
STIF:Line::C01721:;3907
STIF:Line::C02264:;20
STIF:Line::C00818:;211
STIF:Line::C01243:;251
STIF:Line::C00783:;58
STIF:Line::C00609:;22
STIF:Line::C00616:;36
STIF:Line::C00612:;24
STIF:Line::C00611:;25
STIF:Line::C01075:;24
STIF:Line::C01126:;95
STIF:Line::C01420:;N12
STIF:Line::C01017:;4346
STIF:Line::C01096:;60
STIF:Line::C01122:;91
STIF:Line::C00885:;3610
STIF:Line::C01618:;403
STIF:Line::C00574:;J1 (Future 427)
STIF:Line::C00555:;4 (Future 434)
STIF:Line::C00276:;23
STIF:Line::C02150:;F
STIF:Line::C00628:;25
STIF:Line::C01480:;17A
STIF:Line::C02344:;T13
STIF:Line::C01393:;N52
STIF:Line::C01120:;88
STIF:Line::C01557:;95-44
STIF:Line::C01614:;G
STIF:Line::C02100:;R1-R2-R3
STIF:Line::C02570:;13
STIF:Line::C00924:;34
STIF:Line::C00052:;6122
STIF:Line::C00697:;6206
STIF:Line::C02196:;29M
STIF:Line::C01584:;616
STIF:Line::C01426:;2
STIF:Line::C00424:;M
STIF:Line::C00287:;Express 4
STIF:Line::C01743:;B
STIF:Line::C02394:;Navette Bel Air - La Forêt
STIF:Line::C01121:;89
STIF:Line::C01272:;301
STIF:Line::C00391:;4334
STIF:Line::C02496:;TàD 4301/202
STIF:Line::C01852:;D
STIF:Line::C01219:;201
STIF:Line::C01012:;4014
STIF:Line::C01451:;19
STIF:Line::C01206:;185
STIF:Line::C00046:;60
STIF:Line::C00138:;512
STIF:Line::C02444:;28
STIF:Line::C01820:;02E
STIF:Line::C00626:;22
STIF:Line::C01176:;152
STIF:Line::C00610:;23
STIF:Line::C01735:;DIM
STIF:Line::C02659:;N123
STIF:Line::C00970:;68-16
STIF:Line::C01405:;N45
STIF:Line::C01171:;146
STIF:Line::C02587:;TàD Nord Meulan - Les Mureaux
STIF:Line::C02156:;19
STIF:Line::C00662:;DM2A
STIF:Line::C01201:;180
STIF:Line::C01574:;602
STIF:Line::C00944:;59
STIF:Line::C01423:;1
STIF:Line::C01574:;602
STIF:Line::C00758:;89
STIF:Line::C00747:;L
STIF:Line::C01399:;N33
STIF:Line::C01320:;395
STIF:Line::C01843:;T4
STIF:Line::C00233:;R6
STIF:Line::C02446:;17s
STIF:Line::C01852:;D
STIF:Line::C00877:;3607
STIF:Line::C00860:;64
STIF:Line::C00846:;12
STIF:Line::C00864:;25
STIF:Line::C00861:;53
STIF:Line::C01737:;H
STIF:Line::C01727:;C
STIF:Line::C01148:;119
STIF:Line::C01401:;N21
STIF:Line::C01282:;319
STIF:Line::C01398:;N34
STIF:Line::C00671:;DM9
STIF:Line::C00170:;10
STIF:Line::C01412:;N35
STIF:Line::C01322:;399
STIF:Line::C00924:;34
STIF:Line::C01047:;26
STIF:Line::C01254:;272
STIF:Line::C01681:;3
STIF:Line::C00916:;21
STIF:Line::C00948:;R
STIF:Line::C00899:;Js
STIF:Line::C00953:;B
STIF:Line::C00680:;17
STIF:Line::C00466:;30-42
STIF:Line::C01049:;29A
STIF:Line::C02311:;200
STIF:Line::C00731:;9
STIF:Line::C02589:;Soir Poissy
STIF:Line::C02094:;02B
STIF:Line::C02077:;31A
STIF:Line::C00640:;42
STIF:Line::C01390:;T2
STIF:Line::C00925:;34S1
STIF:Line::C01107:;72
STIF:Line::C00351:;Inter-Vals
STIF:Line::C00755:;88A
STIF:Line::C01618:;403
STIF:Line::C00987:;7002
STIF:Line::C01805:;6134
STIF:Line::C00001:;482
STIF:Line::C00004:;483
STIF:Line::C01444:;208
STIF:Line::C00818:;211
STIF:Line::C00799:;209
STIF:Line::C01193:;172
STIF:Line::C00270:;40
STIF:Line::C01579:;609
STIF:Line::C00214:;43
STIF:Line::C01799:;6160
STIF:Line::C02665:;Soirée Mantes-la-Ville
STIF:Line::C01605:;K
STIF:Line::C01309:;370
STIF:Line::C00574:;J1 (Future 427)
STIF:Line::C01984:;38
STIF:Line::C00009:;3
STIF:Line::C02206:;95-48
STIF:Line::C00255:;714
STIF:Line::C00016:;14
STIF:Line::C00882:;3605
STIF:Line::C00832:;1
STIF:Line::C01383:;13
STIF:Line::C00708:;6174
STIF:Line::C01700:;6164
STIF:Line::C01173:;148
STIF:Line::C00727:;5
STIF:Line::C02161:;71
STIF:Line::C01083:;38
STIF:Line::C01442:;F
STIF:Line::C02257:;95-29
STIF:Line::C01523:;402
STIF:Line::C01874:;FA
STIF:Line::C00609:;22
STIF:Line::C01048:;27
STIF:Line::C01191:;170
STIF:Line::C00793:;1
STIF:Line::C02473:;913.17C
STIF:Line::C00105:;330
STIF:Line::C01626:;413
STIF:Line::C00064:;Express 67
STIF:Line::C01236:;237
STIF:Line::C01155:;126
STIF:Line::C01210:;189
STIF:Line::C00792:;45
STIF:Line::C00167:;61
STIF:Line::C01371:;1
STIF:Line::C00875:;3604
STIF:Line::C02271:;325
STIF:Line::C01146:;117
STIF:Line::C01539:;465
STIF:Line::C00100:;4323
STIF:Line::C02109:;37C
STIF:Line::C02144:;T
STIF:Line::C01426:;2
STIF:Line::C01077:;27
STIF:Line::C00454:;76
STIF:Line::C00243:;R108
STIF:Line::C00240:;R105
STIF:Line::C02604:;R9
STIF:Line::C00239:;R104
STIF:Line::C00226:;R117
STIF:Line::C01389:;T1
STIF:Line::C00839:;54
STIF:Line::C01528:;415
STIF:Line::C01375:;5
STIF:Line::C01227:;213
STIF:Line::C01172:;147
STIF:Line::C01846:;J
STIF:Line::C00623:;15
STIF:Line::C00295:;4
STIF:Line::C01393:;N52
STIF:Line::C00941:;56
STIF:Line::C00851:;36
STIF:Line::C00426:;Express 78
STIF:Line::C01521:;401
STIF:Line::C00921:;31S
STIF:Line::C00862:;21
STIF:Line::C02153:;S2
STIF:Line::C00629:;26
STIF:Line::C00651:;18
STIF:Line::C00307:;1537
STIF:Line::C00942:;56S
STIF:Line::C00365:;LM1
STIF:Line::C02260:;Soirée Draveil
STIF:Line::C01265:;290
STIF:Line::C01319:;394
STIF:Line::C01377:;7
STIF:Line::C01071:;TVM
STIF:Line::C01541:;467
STIF:Line::C01542:;468
STIF:Line::C01181:;158
STIF:Line::C02041:;CitéVal Franconville
STIF:Line::C00085:;8 (Future 438)
STIF:Line::C02429:;81 (Future 447)
STIF:Line::C01813:;713
STIF:Line::C01759:;719
STIF:Line::C01786:;95-12
STIF:Line::C02548:;52
STIF:Line::C02480:;41
STIF:Line::C01431:;Filéo Sarcelles (sur réservation)
STIF:Line::C01111:;76
STIF:Line::C00803:;6
STIF:Line::C01451:;19
STIF:Line::C00669:;DM7S
STIF:Line::C00608:;9510
STIF:Line::C01532:;419
STIF:Line::C01668:;457
STIF:Line::C00213:;39
STIF:Line::C00167:;61
STIF:Line::C02185:;62
STIF:Line::C01117:;85
STIF:Line::C01953:;49
STIF:Line::C01432:;Filéo Goussainville (sur réservation)
STIF:Line::C01186:;164
STIF:Line::C00846:;12
STIF:Line::C02159:;21
STIF:Line::C00363:;LP1
STIF:Line::C02261:;Soirée Vigneux
STIF:Line::C00366:;LM2
STIF:Line::C01878:;30-juil
STIF:Line::C00209:;32
STIF:Line::C01432:;Filéo Goussainville (sur réservation)
STIF:Line::C01140:;111
STIF:Line::C02557:;65
STIF:Line::C02558:;66
STIF:Line::C00130:;62
STIF:Line::C00232:;R5
STIF:Line::C02152:;P
STIF:Line::C00335:;C
STIF:Line::C01947:;8
STIF:Line::C00796:;3
STIF:Line::C01219:;201
STIF:Line::C01315:;389
STIF:Line::C01152:;123
STIF:Line::C01417:;N15
STIF:Line::C01491:;37
STIF:Line::C00079:;19
STIF:Line::C01402:;N61
STIF:Line::C01420:;N12
STIF:Line::C01852:;D
STIF:Line::C01338:;EOLIEN
STIF:Line::C01182:;159
STIF:Line::C00064:;Express 67
STIF:Line::C01957:;16
STIF:Line::C00240:;R105
STIF:Line::C01431:;Filéo Sarcelles (sur réservation)
STIF:Line::C00165:;4
STIF:Line::C00385:;301
STIF:Line::C01851:;C
STIF:Line::C00508:;3928D
STIF:Line::C00502:;3918
STIF:Line::C00973:;306.04
STIF:Line::C00033:;B
STIF:Line::C00916:;21
STIF:Line::C02252:;Ks
STIF:Line::C02568:;6
STIF:Line::C00945:;60
STIF:Line::C01879:;2
STIF:Line::C02455:;20
STIF:Line::C00143:;Express 1
STIF:Line::C00149:;10
STIF:Line::C01441:;I
STIF:Line::C01442:;F
STIF:Line::C00094:;15
STIF:Line::C01776:;9
STIF:Line::C02539:;16
STIF:Line::C02571:;14
STIF:Line::C02192:;62B
STIF:Line::C00854:;42
STIF:Line::C01687:;6131
STIF:Line::C01805:;6134
STIF:Line::C02485:;TàD 6131
STIF:Line::C01786:;95-12
STIF:Line::C00288:;87
STIF:Line::C01584:;616
STIF:Line::C01160:;132
STIF:Line::C01801:;3
STIF:Line::C00261:;Vitavil
STIF:Line::C02137:;4
STIF:Line::C01376:;6
STIF:Line::C00486:;1521
STIF:Line::C01147:;118
STIF:Line::C01048:;27
STIF:Line::C02291:;TàD 43
STIF:Line::C00521:;39-34
STIF:Line::C00835:;5
STIF:Line::C02441:;23
STIF:Line::C02443:;38
STIF:Line::C00625:;21
STIF:Line::C01870:;45
STIF:Line::C01629:;418
STIF:Line::C02495:;TàD 4305
STIF:Line::C01705:;S3
STIF:Line::C02461:;DM3B
STIF:Line::C00208:;31
STIF:Line::C00172:;15
STIF:Line::C00016:;14
STIF:Line::C02240:;500
STIF:Line::C00153:;18s
STIF:Line::C02360:;56
STIF:Line::C00279:;27
STIF:Line::C01171:;146
STIF:Line::C02637:;78S
STIF:Line::C00625:;21
STIF:Line::C00924:;34
STIF:Line::C00910:;12
STIF:Line::C02077:;31A
STIF:Line::C01046:;25
STIF:Line::C00819:;3
STIF:Line::C00831:;18A
STIF:Line::C00699:;6208
STIF:Line::C00031:;A
STIF:Line::C01703:;S1
STIF:Line::C01186:;164
STIF:Line::C01208:;187
STIF:Line::C02665:;Soirée Mantes-la-Ville
STIF:Line::C01962:;9B
STIF:Line::C00142:;95-25
STIF:Line::C01558:;95-45
STIF:Line::C01852:;D
STIF:Line::C00523:;3935B
STIF:Line::C00533:;39-403
STIF:Line::C00304:;1511
STIF:Line::C01211:;190
STIF:Line::C01360:;CHOISYBUS
STIF:Line::C01230:;216
STIF:Line::C02065:;681S
STIF:Line::C00285:;24
STIF:Line::C00880:;3603
STIF:Line::C02107:;37A
STIF:Line::C01062:;Express 01
STIF:Line::C00875:;3604
STIF:Line::C01416:;N16
STIF:Line::C01195:;174
STIF:Line::C00462:;3036
STIF:Line::C01319:;394
STIF:Line::C01807:;N66
STIF:Line::C01078:;28
STIF:Line::C02081:;559C
STIF:Line::C01410:;N71
STIF:Line::C00758:;89
STIF:Line::C00878:;3608
STIF:Line::C01589:;623
STIF:Line::C00758:;89
STIF:Line::C01705:;S3
STIF:Line::C01378:;8
STIF:Line::C01616:;401
STIF:Line::C01872:;6243
STIF:Line::C01521:;401
STIF:Line::C00084:;7 (Future 437)
STIF:Line::C01818:;208B
STIF:Line::C01819:;208S
STIF:Line::C01399:;N33
STIF:Line::C00200:;18
STIF:Line::C01438:;Ea
STIF:Line::C01451:;19
STIF:Line::C00907:;8C
STIF:Line::C01229:;215
STIF:Line::C02164:;34
STIF:Line::C00885:;3610
STIF:Line::C00409:;12
STIF:Line::C01548:;701
STIF:Line::C00949:;K
STIF:Line::C01412:;N35
STIF:Line::C02273:;3662
STIF:Line::C01109:;74
STIF:Line::C01194:;173
STIF:Line::C01208:;187
STIF:Line::C00616:;36
STIF:Line::C00230:;R3
STIF:Line::C01207:;186
STIF:Line::C01417:;N15
STIF:Line::C01407:;N22
STIF:Line::C01088:;47
STIF:Line::C01199:;178
STIF:Line::C01040:;10
STIF:Line::C01321:;396
STIF:Line::C01075:;24
STIF:Line::C01132:;103
STIF:Line::C01246:;255
STIF:Line::C02008:;353
STIF:Line::C01191:;170
STIF:Line::C01756:;337
STIF:Line::C02607:;4347
STIF:Line::C02555:;59
STIF:Line::C01139:;110
STIF:Line::C01824:;D
STIF:Line::C02290:;114
STIF:Line::C00308:;6
STIF:Line::C01583:;615
STIF:Line::C00420:;6287
STIF:Line::C00985:;7001
STIF:Line::C01437:;C
STIF:Line::C02096:;02D
STIF:Line::C00921:;31S
STIF:Line::C01057:;38
STIF:Line::C00214:;43
STIF:Line::C01211:;190
STIF:Line::C01743:;B
STIF:Line::C01746:;TER Hauts-de-France
STIF:Line::C01737:;H
STIF:Line::C01759:;719
STIF:Line::C01418:;N14
STIF:Line::C01315:;389
STIF:Line::C00671:;DM9
STIF:Line::C01602:;E
STIF:Line::C01202:;181
STIF:Line::C00021:;201
STIF:Line::C00473:;95-19
STIF:Line::C00477:;95-21
STIF:Line::C00497:;39-12
STIF:Line::C00521:;39-34
STIF:Line::C01076:;26
STIF:Line::C01100:;64
STIF:Line::C01058:;39
STIF:Line::C01417:;N15
STIF:Line::C00262:;777
STIF:Line::C00831:;18A
STIF:Line::C00019:;23
STIF:Line::C01172:;147
STIF:Line::C00414:;Q
STIF:Line::C00424:;M
STIF:Line::C00410:;14
STIF:Line::C01237:;238
STIF:Line::C01245:;253
STIF:Line::C00365:;LM1
STIF:Line::C00358:;D
STIF:Line::C01712:;Filéo Survilliers (sur réservation)
STIF:Line::C01420:;N12
STIF:Line::C01200:;179
STIF:Line::C00358:;D
STIF:Line::C00279:;27
STIF:Line::C02427:;22 (Future 442)
STIF:Line::C00358:;D
STIF:Line::C00004:;483
STIF:Line::C00030:;E
STIF:Line::C01320:;395
STIF:Line::C02588:;TàD Sud Meulan - Les Mureaux
STIF:Line::C01146:;117
STIF:Line::C01736:;N
STIF:Line::C00142:;95-25
STIF:Line::C00365:;LM1
STIF:Line::C00367:;LM3
STIF:Line::C00378:;17
STIF:Line::C01222:;207
STIF:Line::C01016:;4344
STIF:Line::C02495:;TàD 4305
STIF:Line::C01016:;4344
STIF:Line::C01335:;LA NAVETTE
STIF:Line::C01153:;124
STIF:Line::C00294:;2
STIF:Line::C02124:;10
STIF:Line::C01410:;N71
STIF:Line::C00860:;64
STIF:Line::C00590:;S
STIF:Line::C00233:;R6
STIF:Line::C01255:;274
STIF:Line::C01354:;TUC
STIF:Line::C00426:;Express 78
STIF:Line::C02412:;95-15
STIF:Line::C00978:;913.08
STIF:Line::C02239:;6246
STIF:Line::C00737:;19
STIF:Line::C00803:;6
STIF:Line::C00801:;3633
STIF:Line::C00143:;Express 1
STIF:Line::C00149:;10
STIF:Line::C01804:;1515
STIF:Line::C00899:;Js
STIF:Line::C00394:;95-07
STIF:Line::C00393:;95-05
STIF:Line::C00764:;35
STIF:Line::C01175:;151
STIF:Line::C00799:;209
STIF:Line::C01484:;6231
STIF:Line::C00401:;5
STIF:Line::C01410:;N71
STIF:Line::C00822:;9A
STIF:Line::C01751:;O2 (Future 430)
STIF:Line::C00137:;511
STIF:Line::C01142:;113
STIF:Line::C01988:;48
STIF:Line::C02244:;45
STIF:Line::C01971:;14B
STIF:Line::C00187:;23
STIF:Line::C00880:;3603
STIF:Line::C01307:;367
STIF:Line::C00365:;LM1
STIF:Line::C01720:;3907D
STIF:Line::C00789:;41
STIF:Line::C01383:;13
STIF:Line::C01218:;199
STIF:Line::C02599:;4318
STIF:Line::C00507:;3928C
STIF:Line::C02097:;02E
STIF:Line::C00912:;L
STIF:Line::C01677:;430
STIF:Line::C00781:;56
STIF:Line::C00472:;95-03B
STIF:Line::C01962:;9B
STIF:Line::C01973:;17B
STIF:Line::C00834:;4
STIF:Line::C01200:;179
STIF:Line::C01548:;701
STIF:Line::C01852:;D
STIF:Line::C02427:;22 (Future 442)
STIF:Line::C01857:;TER Centre - Val-de-Loire
STIF:Line::C01076:;26
STIF:Line::C00046:;60
STIF:Line::C00380:;24-juin
STIF:Line::C01048:;27
STIF:Line::C01171:;146
STIF:Line::C00529:;39-203
STIF:Line::C00489:;39-003
STIF:Line::C00168:;8
STIF:Line::C01085:;42
STIF:Line::C02066:;316
STIF:Line::C02067:;317
STIF:Line::C00905:;8A
STIF:Line::C00951:;70
STIF:Line::C00232:;R5
STIF:Line::C00337:;G
STIF:Line::C01107:;72
STIF:Line::C01183:;160
STIF:Line::C01196:;175
STIF:Line::C01633:;N132
STIF:Line::C01406:;N43
STIF:Line::C01680:;35
STIF:Line::C01492:;40
STIF:Line::C01086:;43
STIF:Line::C01279:;312
STIF:Line::C01731:;R
STIF:Line::C01313:;385
STIF:Line::C00538:;451
STIF:Line::C01123:;92
STIF:Line::C00490:;10
STIF:Line::C00444:;30-nov
STIF:Line::C02608:;4348
STIF:Line::C00740:;22
STIF:Line::C01212:;191
STIF:Line::C02604:;R9
STIF:Line::C01260:;281
STIF:Line::C02481:;2
STIF:Line::C00138:;512
STIF:Line::C00137:;511
STIF:Line::C00351:;Inter-Vals
STIF:Line::C00356:;BM
STIF:Line::C00768:;40
STIF:Line::C00594:;O1 (Future 429)
STIF:Line::C00365:;LM1
STIF:Line::C00364:;501
STIF:Line::C02025:;4330
STIF:Line::C00502:;3918
STIF:Line::C01093:;56
STIF:Line::C01278:;310
STIF:Line::C01676:;431
STIF:Line::C00165:;4
STIF:Line::C01316:;390
STIF:Line::C01274:;303
STIF:Line::C00184:;E
STIF:Line::C01415:;N11
STIF:Line::C01739:;J
STIF:Line::C00500:;3917
STIF:Line::C00463:;30-37
STIF:Line::C01306:;366
STIF:Line::C01174:;150
STIF:Line::C01176:;152
STIF:Line::C00553:;2 (Future 432)
STIF:Line::C00025:;309
STIF:Line::C01133:;104
STIF:Line::C01984:;38
STIF:Line::C01389:;T1
STIF:Line::C02016:;47
STIF:Line::C00422:;V
STIF:Line::C00392:;305
STIF:Line::C01618:;403
STIF:Line::C00064:;Express 67
STIF:Line::C00062:;Express 60
STIF:Line::C01742:;A
STIF:Line::C01980:;21
STIF:Line::C00481:;CitéVal Sud Herblay
STIF:Line::C02463:;1527
STIF:Line::C00076:;S15
STIF:Line::C01852:;D
STIF:Line::C01150:;121
STIF:Line::C01274:;303
STIF:Line::C01045:;24
STIF:Line::C00594:;O1 (Future 429)
STIF:Line::C01751:;O2 (Future 430)
STIF:Line::C01002:;4001
STIF:Line::C01831:;B
STIF:Line::C00977:;913.07
STIF:Line::C00295:;4
STIF:Line::C02205:;PC
STIF:Line::C01984:;38
STIF:Line::C00235:;R110
STIF:Line::C00580:;A
STIF:Line::C00138:;512
STIF:Line::C00778:;49
STIF:Line::C00766:;38
STIF:Line::C00773:;47
STIF:Line::C01569:;EXPRESS 91-08
STIF:Line::C01851:;C
STIF:Line::C00165:;4
STIF:Line::C00184:;E
STIF:Line::C00529:;39-203
STIF:Line::C00489:;39-003
STIF:Line::C01123:;92
STIF:Line::C01776:;9
STIF:Line::C02196:;29M
STIF:Line::C02090:;28B
STIF:Line::C00175:;20
STIF:Line::C01151:;122
STIF:Line::C00097:;319
STIF:Line::C01073:;21
STIF:Line::C01404:;N32
STIF:Line::C01639:;N141
STIF:Line::C01040:;10
STIF:Line::C00039:;6175
STIF:Line::C00271:;91
STIF:Line::C01807:;N66
STIF:Line::C00038:;6132
STIF:Line::C01847:;L
STIF:Line::C01352:;TIM
STIF:Line::C00866:;26
STIF:Line::C00865:;24
STIF:Line::C00862:;21
STIF:Line::C00637:;Express 18
STIF:Line::C00901:;4
STIF:Line::C01274:;303
STIF:Line::C00772:;45
STIF:Line::C01567:;EXPRESS 91-06
STIF:Line::C01172:;147
STIF:Line::C02131:;6
STIF:Line::C00238:;R113
STIF:Line::C01329:;La Traverse de Charonne
STIF:Line::C00265:;9502
STIF:Line::C01242:;250
STIF:Line::C00797:;112
STIF:Line::C00452:;30-23
STIF:Line::C00109:;45
STIF:Line::C00325:;12
STIF:Line::C00760:;91
STIF:Line::C00261:;Vitavil
STIF:Line::C00437:;30-mai
STIF:Line::C02160:;32S
STIF:Line::C00305:;1533
STIF:Line::C00909:;S
STIF:Line::C00917:;22
STIF:Line::C01311:;378
STIF:Line::C00758:;89
STIF:Line::C01249:;261
STIF:Line::C01276:;306
STIF:Line::C01851:;C
STIF:Line::C01082:;32
STIF:Line::C01071:;TVM
STIF:Line::C01318:;393
STIF:Line::C01961:;8B
STIF:Line::C00818:;211
STIF:Line::C00828:;207
STIF:Line::C01640:;N142
STIF:Line::C01528:;415
STIF:Line::C01571:;Express 91-10
STIF:Line::C02555:;59
STIF:Line::C00592:;I
STIF:Line::C02491:;Soir Saint-Germain-en-Laye
STIF:Line::C01631:;453
STIF:Line::C00188:;89
STIF:Line::C01951:;12
STIF:Line::C01135:;106
STIF:Line::C02446:;17s
STIF:Line::C00692:;6201
STIF:Line::C00699:;6208
STIF:Line::C02495:;TàD 4305
STIF:Line::C01117:;85
STIF:Line::C00466:;30-42
STIF:Line::C00797:;112
STIF:Line::C02202:;111
STIF:Line::C01491:;37
STIF:Line::C02246:;71
STIF:Line::C01697:;21
STIF:Line::C01857:;TER Centre - Val-de-Loire
STIF:Line::C01677:;430
STIF:Line::C00392:;305
STIF:Line::C01083:;38
STIF:Line::C00871:;33
STIF:Line::C01303:;356
STIF:Line::C01588:;620
STIF:Line::C01176:;152
STIF:Line::C01645:;N139
STIF:Line::C02093:;02A
STIF:Line::C00782:;57
STIF:Line::C00702:;6135
STIF:Line::C00799:;209
STIF:Line::C01490:;503
STIF:Line::C01105:;69
STIF:Line::C01107:;72
STIF:Line::C01073:;21
STIF:Line::C01392:;N24
STIF:Line::C01962:;9B
STIF:Line::C00822:;9A
STIF:Line::C00606:;C
STIF:Line::C02202:;111
STIF:Line::C02023:;4328
STIF:Line::C00032:;D
STIF:Line::C00890:;3654
STIF:Line::C00877:;3607
STIF:Line::C00623:;15
STIF:Line::C02020:;4307
STIF:Line::C01874:;FA
STIF:Line::C01217:;197
STIF:Line::C00518:;39-303
STIF:Line::C00522:;3935A
STIF:Line::C01195:;174
STIF:Line::C01255:;274
STIF:Line::C01192:;171
STIF:Line::C01785:;95-06
STIF:Line::C01788:;95-32
STIF:Line::C01789:;95-33
STIF:Line::C00393:;95-05
STIF:Line::C01307:;367
STIF:Line::C01244:;252
STIF:Line::C00197:;15
STIF:Line::C00437:;30-mai
STIF:Line::C01534:;
STIF:Line::C01586:;618
STIF:Line::C02257:;95-29
STIF:Line::C01583:;615
STIF:Line::C01234:;234
STIF:Line::C01221:;206
STIF:Line::C01231:;217
STIF:Line::C01698:;22
STIF:Line::C02448:;403
STIF:Line::C00864:;25
STIF:Line::C00826:;13A
STIF:Line::C01190:;169
STIF:Line::C01319:;394
STIF:Line::C02245:;59
STIF:Line::C01776:;9
STIF:Line::C01777:;12
STIF:Line::C00949:;K
STIF:Line::C00901:;4
STIF:Line::C00961:;Express 69
STIF:Line::C00248:;704
STIF:Line::C00574:;J1 (Future 427)
STIF:Line::C02090:;28B
STIF:Line::C02093:;02A
STIF:Line::C02074:;12C
STIF:Line::C02089:;28A
STIF:Line::C01114:;82
STIF:Line::C01186:;164
STIF:Line::C02566:;2
STIF:Line::C00426:;Express 78
STIF:Line::C00879:;3602
STIF:Line::C00298:;9
STIF:Line::C01292:;340
STIF:Line::C01166:;140
STIF:Line::C02619:;3s
STIF:Line::C02624:;N147
STIF:Line::C01133:;104
STIF:Line::C01341:;545
STIF:Line::C00508:;3928D
STIF:Line::C01371:;1
STIF:Line::C00524:;3936
STIF:Line::C00489:;39-003
STIF:Line::C01165:;139
STIF:Line::C00004:;483
STIF:Line::C01233:;221
STIF:Line::C00616:;36
STIF:Line::C02588:;TàD Sud Meulan - Les Mureaux
STIF:Line::C00119:;41
STIF:Line::C01643:;N135
STIF:Line::C00054:;2
STIF:Line::C00064:;Express 67
STIF:Line::C01847:;L
STIF:Line::C01320:;395
STIF:Line::C01218:;199
STIF:Line::C01322:;399
STIF:Line::C01280:;317
STIF:Line::C02015:;35
STIF:Line::C01013:;4341
STIF:Line::C01615:;510
STIF:Line::C00685:;DM22
STIF:Line::C01756:;337
STIF:Line::C00198:;16
STIF:Line::C00903:;6
STIF:Line::C01557:;95-44
STIF:Line::C00934:;49
STIF:Line::C00921:;31S
STIF:Line::C00794:;4
STIF:Line::C01947:;8
STIF:Line::C01253:;270
STIF:Line::C02147:;S7
STIF:Line::C01172:;147
STIF:Line::C02427:;22 (Future 442)
STIF:Line::C00553:;2 (Future 432)
STIF:Line::C00698:;6207
STIF:Line::C02600:;N146
STIF:Line::C01638:;N140
STIF:Line::C01640:;N142
STIF:Line::C02603:;Soirée Goussainville
STIF:Line::C01206:;185
STIF:Line::C01555:;95-42
STIF:Line::C01303:;356
STIF:Line::C00163:;1
STIF:Line::C01400:;N31
STIF:Line::C01204:;183
STIF:Line::C01420:;N12
STIF:Line::C01309:;370
STIF:Line::C00824:;11A
STIF:Line::C01869:;44
STIF:Line::C02020:;4307
STIF:Line::C02023:;4328
STIF:Line::C02026:;4331
STIF:Line::C01560:;95-47
STIF:Line::C02398:;DM5S
STIF:Line::C01663:;109
STIF:Line::C01429:;Filéo Othis (sur réservation)
STIF:Line::C00245:;701
STIF:Line::C01184:;162
STIF:Line::C00764:;35
STIF:Line::C01274:;303
STIF:Line::C01412:;N35
STIF:Line::C00385:;301
STIF:Line::C02070:;03B
STIF:Line::C01063:;Express 17
STIF:Line::C00075:;14
STIF:Line::C01419:;N13
STIF:Line::C01852:;D
STIF:Line::C00921:;31S
STIF:Line::C00540:;453
STIF:Line::C01538:;464
STIF:Line::C00538:;451
STIF:Line::C01852:;D
STIF:Line::C01314:;388
STIF:Line::C01317:;391
STIF:Line::C01626:;413
STIF:Line::C01824:;D
STIF:Line::C02067:;317
STIF:Line::C00105:;330
STIF:Line::C01228:;214
STIF:Line::C01156:;127
STIF:Line::C00422:;V
STIF:Line::C00322:;4303
STIF:Line::C01235:;235
STIF:Line::C01275:;304
STIF:Line::C00130:;62
STIF:Line::C00116:;33
STIF:Line::C01058:;39
STIF:Line::C00327:;6281
STIF:Line::C00250:;707
STIF:Line::C01392:;N24
STIF:Line::C01633:;N132
STIF:Line::C01034:;73
STIF:Line::C00118:;34
STIF:Line::C00671:;DM9
STIF:Line::C00679:;DM16
STIF:Line::C01495:;2271
