LineRef;LineName
STIF:Line::C00241:;R106
STIF:Line::C00246:;702
STIF:Line::C01556:;95-43
STIF:Line::C01560:;95-47
STIF:Line::C00694:;6203
STIF:Line::C01227:;213
STIF:Line::C00781:;56
STIF:Line::C01472:;Express 9518
STIF:Line::C01274:;303
STIF:Line::C00157:;R5
STIF:Line::C02360:;56
STIF:Line::C02599:;4318
STIF:Line::C02025:;4330
STIF:Line::C02026:;4331
STIF:Line::C01393:;N52
STIF:Line::C00535:;448
STIF:Line::C02155:;15
STIF:Line::C00299:;1510
STIF:Line::C00239:;R104
STIF:Line::C01294:;341
STIF:Line::C02135:;7s
STIF:Line::C00446:;1518
STIF:Line::C01730:;P
STIF:Line::C00551:;23
STIF:Line::C02129:;3
STIF:Line::C02135:;7s
STIF:Line::C01272:;301
STIF:Line::C01966:;11C
STIF:Line::C01801:;3
STIF:Line::C00213:;39
STIF:Line::C00669:;DM7S
STIF:Line::C01371:;1
STIF:Line::C00838:;55
STIF:Line::C00051:;6145
STIF:Line::C00525:;6176
STIF:Line::C01680:;35
STIF:Line::C02244:;45
STIF:Line::C01617:;402
STIF:Line::C01255:;274
STIF:Line::C01868:;6240
STIF:Line::C01422:;N153
STIF:Line::C01109:;74
STIF:Line::C01079:;29
STIF:Line::C01378:;8
STIF:Line::C00577:;F
STIF:Line::C00064:;Express 67
STIF:Line::C02124:;10
STIF:Line::C00675:;DM11A
STIF:Line::C00221:;71
STIF:Line::C01095:;58
STIF:Line::C01123:;92
STIF:Line::C00171:;11
STIF:Line::C01119:;87
STIF:Line::C01876:;30-46
STIF:Line::C01478:;12
STIF:Line::C01145:;116
STIF:Line::C02587:;TàD Nord Meulan - Les Mureaux
STIF:Line::C00312:;7
STIF:Line::C01116:;84
STIF:Line::C01180:;157
STIF:Line::C01679:;T3b
STIF:Line::C02608:;4348
STIF:Line::C00181:;30
STIF:Line::C01687:;6131
STIF:Line::C00921:;31S
STIF:Line::C02137:;4
STIF:Line::C02132:;9s
STIF:Line::C01738:;K
STIF:Line::C00173:;18
STIF:Line::C00357:;C
STIF:Line::C01793:;458
STIF:Line::C00989:;7005
STIF:Line::C00755:;88A
STIF:Line::C00495:;11
STIF:Line::C00831:;18A
STIF:Line::C00556:;5 (Future 435)
STIF:Line::C01801:;3
STIF:Line::C02462:;1517
STIF:Line::C02422:;TàD Eaubonne Domont
STIF:Line::C02455:;20
STIF:Line::C02559:;67
STIF:Line::C02560:;68
STIF:Line::C00644:;43
STIF:Line::C02130:;3s
STIF:Line::C00985:;7001
STIF:Line::C01165:;139
STIF:Line::C00528:;39-103
STIF:Line::C01823:;Fileo Saint-Pathus (sur réservation)
STIF:Line::C01601:;D
STIF:Line::C01646:;N145
STIF:Line::C01845:;N
STIF:Line::C00298:;9
STIF:Line::C01950:;2272
STIF:Line::C00677:;DM13
STIF:Line::C02461:;DM3B
STIF:Line::C00945:;60
STIF:Line::C00901:;4
STIF:Line::C01263:;286
STIF:Line::C01799:;6160
STIF:Line::C01412:;N35
STIF:Line::C00764:;35
STIF:Line::C01480:;17A
STIF:Line::C01617:;402
STIF:Line::C02633:;502
STIF:Line::C01627:;414
STIF:Line::C01422:;N153
STIF:Line::C00471:;95-03A
STIF:Line::C01846:;J
STIF:Line::C00216:;45
STIF:Line::C00694:;6203
STIF:Line::C02224:;S9
STIF:Line::C02186:;63
STIF:Line::C00305:;1533
STIF:Line::C00359:;E
STIF:Line::C00357:;C
STIF:Line::C00693:;6202
STIF:Line::C01987:;45
STIF:Line::C02609:;4349
STIF:Line::C01295:;346
STIF:Line::C02167:;12.1
STIF:Line::C02159:;21
STIF:Line::C00606:;C
STIF:Line::C00086:;1
STIF:Line::C01807:;N66
STIF:Line::C00636:;44
STIF:Line::C01212:;191
STIF:Line::C00324:;1
STIF:Line::C00921:;31S
STIF:Line::C00793:;1
STIF:Line::C01303:;356
STIF:Line::C00189:;1
STIF:Line::C01578:;607
STIF:Line::C00032:;D
STIF:Line::C01654:;S4
STIF:Line::C01217:;197
STIF:Line::C01145:;116
STIF:Line::C01636:;N131
STIF:Line::C01160:;132
STIF:Line::C01133:;104
STIF:Line::C01167:;141
STIF:Line::C00379:;Express 191-100
STIF:Line::C01110:;75
STIF:Line::C00644:;43
STIF:Line::C01080:;30
STIF:Line::C01186:;164
STIF:Line::C00141:;95-24
STIF:Line::C01237:;238
STIF:Line::C01158:;129
STIF:Line::C01411:;N41
STIF:Line::C01419:;N13
STIF:Line::C01957:;16
STIF:Line::C01202:;181
STIF:Line::C01642:;N134
STIF:Line::C01852:;D
STIF:Line::C02147:;S7
STIF:Line::C01971:;14B
STIF:Line::C01949:;A
STIF:Line::C00909:;S
STIF:Line::C00901:;4
STIF:Line::C00955:;H
STIF:Line::C00912:;L
STIF:Line::C01409:;N53
STIF:Line::C01205:;184
STIF:Line::C01532:;419
STIF:Line::C01427:;5
STIF:Line::C02132:;9s
STIF:Line::C01683:;T4
STIF:Line::C00671:;DM9
STIF:Line::C01204:;183
STIF:Line::C00959:;I
STIF:Line::C00541:;454
STIF:Line::C01040:;10
STIF:Line::C01183:;160
STIF:Line::C01616:;401
STIF:Line::C01152:;123
STIF:Line::C02076:;6276
STIF:Line::C00118:;34
STIF:Line::C01957:;16
STIF:Line::C01420:;N12
STIF:Line::C00661:;Express 20
STIF:Line::C00961:;Express 69
STIF:Line::C00850:;34
STIF:Line::C00032:;D
STIF:Line::C01389:;T1
STIF:Line::C00024:;209
STIF:Line::C01713:;46
STIF:Line::C00632:;34
STIF:Line::C00446:;1518
STIF:Line::C00309:;501 Scolaire
STIF:Line::C00317:;H
STIF:Line::C00909:;S
STIF:Line::C00898:;J
STIF:Line::C00414:;Q
STIF:Line::C00461:;30-34 Scolaire
STIF:Line::C01405:;N45
STIF:Line::C01171:;146
STIF:Line::C01173:;148
STIF:Line::C01396:;N42
STIF:Line::C02401:;34S3
STIF:Line::C00925:;34S1
STIF:Line::C01112:;80
STIF:Line::C00294:;2
STIF:Line::C00118:;34
STIF:Line::C01145:;116
STIF:Line::C02197:;17B
STIF:Line::C00016:;14
STIF:Line::C00943:;57
STIF:Line::C00301:;1512
STIF:Line::C01601:;D
STIF:Line::C01605:;K
STIF:Line::C00194:;12
STIF:Line::C00422:;V
STIF:Line::C01812:;4316
STIF:Line::C02587:;TàD Nord Meulan - Les Mureaux
STIF:Line::C01383:;13
STIF:Line::C01676:;431
STIF:Line::C00535:;448
STIF:Line::C00972:;685B
STIF:Line::C00691:;M153
STIF:Line::C02275:;3664
STIF:Line::C01668:;457
STIF:Line::C00544:;439
STIF:Line::C02529:;T12
STIF:Line::C00591:;M
STIF:Line::C00485:;1520
STIF:Line::C00436:;3004 Scolaire
STIF:Line::C01712:;Filéo Survilliers (sur réservation)
STIF:Line::C02479:;Extrême Soirée
STIF:Line::C00027:;EX16 Ozoir
STIF:Line::C00179:;26
STIF:Line::C00426:;Express 78
STIF:Line::C01407:;N22
STIF:Line::C00532:;Express 307
STIF:Line::C01156:;127
STIF:Line::C00728:;4
STIF:Line::C02031:;12
STIF:Line::C00364:;501
STIF:Line::C01570:;EXPRESS 91-09
STIF:Line::C00767:;39
STIF:Line::C02252:;Ks
STIF:Line::C00279:;27
STIF:Line::C00960:;Express 67
STIF:Line::C00796:;3
STIF:Line::C02070:;03B
STIF:Line::C01869:;44
STIF:Line::C02172:;BL
STIF:Line::C00413:;17
STIF:Line::C00393:;95-05
STIF:Line::C00322:;4303
STIF:Line::C00280:;32
STIF:Line::C00787:;5
STIF:Line::C01995:;4A
STIF:Line::C01995:;4A
STIF:Line::C00259:;715
STIF:Line::C01556:;95-43
STIF:Line::C01172:;147
STIF:Line::C01159:;131
STIF:Line::C01279:;312
STIF:Line::C00767:;39
STIF:Line::C00119:;41
STIF:Line::C00124:;170
STIF:Line::C00143:;Express 1
STIF:Line::C02491:;Soir Saint-Germain-en-Laye
STIF:Line::C02000:;259
STIF:Line::C01541:;467
STIF:Line::C01090:;52
STIF:Line::C00271:;91
STIF:Line::C01216:;196
STIF:Line::C02607:;4347
STIF:Line::C00001:;482
STIF:Line::C01616:;401
STIF:Line::C01618:;403
STIF:Line::C00046:;60
STIF:Line::C00043:;6124
STIF:Line::C00051:;6145
STIF:Line::C00048:;6140
STIF:Line::C02267:;T'bus 3
STIF:Line::C00118:;34
STIF:Line::C02444:;28
STIF:Line::C00781:;56
STIF:Line::C00086:;1
STIF:Line::C01706:;S4
STIF:Line::C01003:;4003
STIF:Line::C00855:;43
STIF:Line::C01623:;408
STIF:Line::C00163:;1
STIF:Line::C00060:;13
STIF:Line::C00401:;5
STIF:Line::C00537:;450
STIF:Line::C01121:;89
STIF:Line::C01270:;297
STIF:Line::C01040:;10
STIF:Line::C00591:;M
STIF:Line::C02191:;62A
STIF:Line::C00799:;209
STIF:Line::C02595:;Soirée Fontainebleau
STIF:Line::C00786:;9
STIF:Line::C02155:;15
STIF:Line::C00298:;9
STIF:Line::C01809:;380
STIF:Line::C01629:;418
STIF:Line::C01079:;29
STIF:Line::C00184:;E
STIF:Line::C02403:;DM152S
STIF:Line::C01242:;250
STIF:Line::C02551:;55
STIF:Line::C01321:;396
STIF:Line::C01522:;441
STIF:Line::C01776:;9
STIF:Line::C01227:;213
STIF:Line::C01686:;L
STIF:Line::C01442:;F
STIF:Line::C01040:;10
STIF:Line::C02196:;29M
STIF:Line::C00273:;X409
STIF:Line::C01730:;P
STIF:Line::C00139:;95-22
STIF:Line::C01253:;270
STIF:Line::C01557:;95-44
STIF:Line::C01198:;177
STIF:Line::C01287:;323
STIF:Line::C00544:;439
STIF:Line::C00979:;913.10
STIF:Line::C00977:;913.07
STIF:Line::C00130:;62
STIF:Line::C00129:;61
STIF:Line::C01353:;SUBB
STIF:Line::C00691:;M153
STIF:Line::C00676:;DM12
STIF:Line::C00548:;12 (Future 451)
STIF:Line::C01249:;261
STIF:Line::C00908:;10
STIF:Line::C00939:;54
STIF:Line::C01169:;144
STIF:Line::C00903:;6
STIF:Line::C00943:;57
STIF:Line::C00632:;34
STIF:Line::C00631:;32
STIF:Line::C01951:;12
STIF:Line::C01190:;169
STIF:Line::C00693:;6202
STIF:Line::C01478:;12
STIF:Line::C02248:;Express A14 Bonnières
STIF:Line::C01527:;414
STIF:Line::C00181:;30
STIF:Line::C00335:;C
STIF:Line::C02282:;3613
STIF:Line::C02194:;61A
STIF:Line::C00879:;3602
STIF:Line::C00851:;36
STIF:Line::C00327:;6281
STIF:Line::C01240:;244
STIF:Line::C01442:;F
STIF:Line::C00204:;23
STIF:Line::C00295:;4
STIF:Line::C01393:;N52
STIF:Line::C01964:;9D
STIF:Line::C01102:;66
STIF:Line::C01236:;237
STIF:Line::C01657:;418
STIF:Line::C00830:;17A
STIF:Line::C01232:;220
STIF:Line::C00316:;J
STIF:Line::C00634:;42
STIF:Line::C01645:;N139
STIF:Line::C01309:;370
STIF:Line::C00446:;1518
STIF:Line::C00951:;70
STIF:Line::C01812:;4316
STIF:Line::C01846:;J
STIF:Line::C01847:;L
STIF:Line::C01409:;N53
STIF:Line::C00547:;10 (Future 440)
STIF:Line::C01616:;401
STIF:Line::C01645:;N139
STIF:Line::C00627:;23
STIF:Line::C01841:;P
STIF:Line::C00659:;18
STIF:Line::C02240:;500
STIF:Line::C00028:;501
STIF:Line::C00424:;M
STIF:Line::C02599:;4318
STIF:Line::C00106:;21
STIF:Line::C01193:;172
STIF:Line::C01314:;388
STIF:Line::C02116:;09A
STIF:Line::C02626:;Soir Vernouillet-Verneuil
STIF:Line::C02564:;75
STIF:Line::C01287:;323
STIF:Line::C00990:;7006
STIF:Line::C01194:;173
STIF:Line::C01810:;108
STIF:Line::C02297:;68-13B
STIF:Line::C01563:;91-02
STIF:Line::C00115:;93
STIF:Line::C00394:;95-07
STIF:Line::C01857:;TER Centre - Val-de-Loire
STIF:Line::C01967:;11D
STIF:Line::C00322:;4303
STIF:Line::C01202:;181
STIF:Line::C01271:;299
STIF:Line::C01808:;254
STIF:Line::C01417:;N15
STIF:Line::C00528:;39-103
STIF:Line::C00489:;39-003
STIF:Line::C00771:;44
STIF:Line::C02413:;95-50
STIF:Line::C01552:;95-04
STIF:Line::C01228:;214
STIF:Line::C01693:;6182
STIF:Line::C02100:;R1-R2-R3
STIF:Line::C00586:;F4
STIF:Line::C00394:;95-07
STIF:Line::C01683:;T4
STIF:Line::C01852:;D
STIF:Line::C01818:;208B
STIF:Line::C02262:;Soirée Montgeron
STIF:Line::C00418:;8
STIF:Line::C02137:;4
STIF:Line::C02129:;3
STIF:Line::C02131:;6
STIF:Line::C00158:;R2 Nord
STIF:Line::C01419:;N13
STIF:Line::C00681:;DM19
STIF:Line::C00626:;22
STIF:Line::C01970:;13C
STIF:Line::C00050:;6123
STIF:Line::C02244:;45
STIF:Line::C01147:;118
STIF:Line::C01153:;124
STIF:Line::C00771:;44
STIF:Line::C02021:;4308
STIF:Line::C02023:;4328
STIF:Line::C01163:;137
STIF:Line::C00165:;4
STIF:Line::C00346:;409
STIF:Line::C01151:;122
STIF:Line::C01748:;TER Normandie
STIF:Line::C00279:;27
STIF:Line::C00481:;CitéVal Sud Herblay
STIF:Line::C00409:;12
STIF:Line::C02039:;M20S
STIF:Line::C00782:;57
STIF:Line::C00014:;10
STIF:Line::C02414:;95-49
STIF:Line::C00792:;45
STIF:Line::C01141:;112
STIF:Line::C01435:;A
STIF:Line::C01398:;N34
STIF:Line::C01040:;10
STIF:Line::C01320:;395
STIF:Line::C00443:;30-oct
STIF:Line::C01244:;252
STIF:Line::C00767:;39
STIF:Line::C00766:;38
STIF:Line::C01282:;319
STIF:Line::C02314:;263
STIF:Line::C02449:;41
STIF:Line::C02452:;44S
STIF:Line::C01217:;197
STIF:Line::C02023:;4328
STIF:Line::C00342:;412
STIF:Line::C01739:;J
STIF:Line::C01615:;510
STIF:Line::C01438:;Ea
STIF:Line::C02229:;Qs
STIF:Line::C00899:;Js
STIF:Line::C01403:;N62
STIF:Line::C01400:;N31
STIF:Line::C01283:;320
STIF:Line::C01398:;N34
STIF:Line::C01278:;310
STIF:Line::C01334:;520
STIF:Line::C01106:;70
STIF:Line::C01418:;N14
STIF:Line::C01419:;N13
STIF:Line::C00165:;4
STIF:Line::C01574:;602
STIF:Line::C01585:;617
STIF:Line::C02187:;61B
STIF:Line::C02616:;12
STIF:Line::C01383:;13
STIF:Line::C00206:;30 D
STIF:Line::C01484:;6231
STIF:Line::C00925:;34S1
STIF:Line::C02129:;3
STIF:Line::C01717:;8
STIF:Line::C02136:;7
STIF:Line::C02240:;500
STIF:Line::C01574:;602
STIF:Line::C00518:;39-303
STIF:Line::C00529:;39-203
STIF:Line::C00494:;3907A
STIF:Line::C00516:;3930C
STIF:Line::C00827:;14A
STIF:Line::C01967:;11D
STIF:Line::C00815:;34
STIF:Line::C00978:;913.08
STIF:Line::C00689:;M151
STIF:Line::C02568:;6
STIF:Line::C02627:;Soir Les Mureaux
STIF:Line::C02413:;95-50
STIF:Line::C01435:;A
STIF:Line::C01441:;I
STIF:Line::C00972:;685B
STIF:Line::C00489:;39-003
STIF:Line::C00522:;3935A
STIF:Line::C01163:;137
STIF:Line::C00731:;9
STIF:Line::C00675:;DM11A
STIF:Line::C02313:;1
STIF:Line::C01847:;L
STIF:Line::C00138:;512
STIF:Line::C00279:;27
STIF:Line::C01329:;La Traverse de Charonne
STIF:Line::C00902:;C
STIF:Line::C02150:;F
STIF:Line::C02152:;P
STIF:Line::C00915:;M
STIF:Line::C01247:;256
STIF:Line::C01679:;T3b
STIF:Line::C00793:;1
STIF:Line::C01212:;191
STIF:Line::C00817:;202
STIF:Line::C00847:;13
STIF:Line::C00747:;L
STIF:Line::C01555:;95-42
STIF:Line::C01114:;82
STIF:Line::C00894:;3653
STIF:Line::C01824:;D
STIF:Line::C01428:;40
STIF:Line::C00160:;R1
STIF:Line::C00447:;30-14
STIF:Line::C01168:;143
STIF:Line::C01406:;N43
STIF:Line::C02665:;Soirée Mantes-la-Ville
STIF:Line::C01810:;108
STIF:Line::C01188:;166
STIF:Line::C00506:;3928B
STIF:Line::C00510:;3928F
STIF:Line::C01588:;620
STIF:Line::C01142:;113
STIF:Line::C02086:;55
STIF:Line::C02626:;Soir Vernouillet-Verneuil
STIF:Line::C02570:;13
STIF:Line::C01628:;415
STIF:Line::C01871:;50
STIF:Line::C02426:;21 (Future 441)
STIF:Line::C00295:;4
STIF:Line::C01134:;105
STIF:Line::C01404:;N32
STIF:Line::C02637:;78S
STIF:Line::C00426:;Express 78
STIF:Line::C00030:;E
STIF:Line::C01248:;258
STIF:Line::C01990:;55
STIF:Line::C00079:;19
STIF:Line::C01653:;S3
STIF:Line::C01574:;602
STIF:Line::C01746:;TER Hauts-de-France
STIF:Line::C01674:;A2
STIF:Line::C01161:;133
STIF:Line::C00040:;6178
STIF:Line::C01286:;322
STIF:Line::C00706:;6172
STIF:Line::C00705:;6171
STIF:Line::C01806:;CITALIEN
STIF:Line::C02197:;17B
STIF:Line::C01193:;172
STIF:Line::C01231:;217
STIF:Line::C01154:;125
STIF:Line::C01133:;104
STIF:Line::C00317:;H
STIF:Line::C02080:;559B
STIF:Line::C00084:;7 (Future 437)
STIF:Line::C01190:;169
STIF:Line::C01084:;39
STIF:Line::C01419:;N13
STIF:Line::C01584:;616
STIF:Line::C01196:;175
STIF:Line::C00820:;7A
STIF:Line::C00881:;3601
STIF:Line::C00990:;7006
STIF:Line::C02121:;30A
STIF:Line::C02122:;30C
STIF:Line::C01498:;2273
STIF:Line::C00458:;30-31 Scolaire
STIF:Line::C00704:;6213
STIF:Line::C01711:;DM11E
STIF:Line::C02459:;382
STIF:Line::C01049:;29A
STIF:Line::C00545:;440
STIF:Line::C00142:;95-25
STIF:Line::C01745:;TER Bourgogne - Franche-Comté
STIF:Line::C02022:;4327
STIF:Line::C01559:;95-46
STIF:Line::C01185:;163
STIF:Line::C01743:;B
STIF:Line::C02254:;40
STIF:Line::C00683:;M21A
STIF:Line::C01759:;719
STIF:Line::C01615:;510
STIF:Line::C00062:;Express 60
STIF:Line::C01143:;114
STIF:Line::C01212:;191
STIF:Line::C01397:;N23
STIF:Line::C01143:;114
STIF:Line::C02188:;62C
STIF:Line::C01112:;80
STIF:Line::C00625:;21
STIF:Line::C01035:;74
STIF:Line::C00204:;23
STIF:Line::C00817:;202
STIF:Line::C01807:;N66
STIF:Line::C02026:;4331
STIF:Line::C00461:;30-34 Scolaire
STIF:Line::C01675:;EX100 Persan
STIF:Line::C02279:;23
STIF:Line::C01271:;299
STIF:Line::C00547:;10 (Future 440)
STIF:Line::C00876:;3609
STIF:Line::C00883:;3606
STIF:Line::C01241:;249
STIF:Line::C00389:;313
STIF:Line::C00197:;15
STIF:Line::C02446:;17s
STIF:Line::C00119:;41
STIF:Line::C00124:;170
STIF:Line::C02145:;S3
STIF:Line::C00330:;A
STIF:Line::C01409:;N53
STIF:Line::C02100:;R1-R2-R3
STIF:Line::C01521:;401
STIF:Line::C01185:;163
STIF:Line::C02344:;T13
STIF:Line::C01142:;113
STIF:Line::C02368:;TER Centre - Val de Loire
STIF:Line::C01618:;403
STIF:Line::C00673:;DM10S
STIF:Line::C01697:;21
STIF:Line::C02124:;10
STIF:Line::C02470:;913.17A
STIF:Line::C00830:;17A
STIF:Line::C01960:;7D
STIF:Line::C00975:;1
STIF:Line::C00243:;R108
STIF:Line::C00219:;48
STIF:Line::C00689:;M151
STIF:Line::C01677:;430
STIF:Line::C00246:;702
STIF:Line::C00245:;701
STIF:Line::C01191:;170
STIF:Line::C00025:;309
STIF:Line::C00265:;9502
STIF:Line::C00101:;4324
STIF:Line::C00102:;4325
STIF:Line::C01867:;20
STIF:Line::C02168:;14.1
STIF:Line::C00471:;95-03A
STIF:Line::C00342:;412
STIF:Line::C01983:;35
STIF:Line::C00057:;9
STIF:Line::C02642:;67D
STIF:Line::C01853:;E
STIF:Line::C01160:;132
STIF:Line::C01201:;180
STIF:Line::C00553:;2 (Future 432)
STIF:Line::C01075:;24
STIF:Line::C01276:;306
STIF:Line::C01228:;214
STIF:Line::C01040:;10
STIF:Line::C02659:;N123
STIF:Line::C02395:;M154
STIF:Line::C01221:;206
STIF:Line::C01379:;9
STIF:Line::C02296:;68-13A
STIF:Line::C00488:;3902
STIF:Line::C01478:;12
STIF:Line::C00399:;95-16
STIF:Line::C01391:;T3a
STIF:Line::C01295:;346
STIF:Line::C01746:;TER Hauts-de-France
STIF:Line::C00693:;6202
STIF:Line::C02599:;4318
STIF:Line::C00279:;27
STIF:Line::C01017:;4346
STIF:Line::C02414:;95-49
STIF:Line::C02413:;95-50
STIF:Line::C00736:;18
STIF:Line::C01148:;119
STIF:Line::C00609:;22
STIF:Line::C02059:;27
STIF:Line::C01184:;162
STIF:Line::C02485:;TàD 6131
STIF:Line::C02070:;03B
STIF:Line::C00942:;56S
STIF:Line::C01400:;N31
STIF:Line::C00621:;13
STIF:Line::C01686:;L
STIF:Line::C00068:;3
STIF:Line::C00672:;DM10A
STIF:Line::C01180:;157
STIF:Line::C02498:;Y
STIF:Line::C02249:;Express A14 Mantes
STIF:Line::C01170:;145
STIF:Line::C01164:;138
STIF:Line::C00666:;DM5
STIF:Line::C01140:;111
STIF:Line::C01277:;308
STIF:Line::C02443:;38
STIF:Line::C00208:;31
STIF:Line::C01431:;Filéo Sarcelles (sur réservation)
STIF:Line::C01330:;La Traverse Bièvre Montsouris
STIF:Line::C01601:;D
STIF:Line::C00694:;6203
STIF:Line::C01974:;18B
STIF:Line::C01947:;8
STIF:Line::C01603:;I
STIF:Line::C01196:;175
STIF:Line::C02129:;3
STIF:Line::C01631:;453
STIF:Line::C01076:;26
STIF:Line::C02230:;Fs
STIF:Line::C01713:;46
STIF:Line::C00625:;21
STIF:Line::C00621:;13
STIF:Line::C02480:;41
STIF:Line::C00699:;6208
STIF:Line::C02400:;34S2
STIF:Line::C00670:;DM8
STIF:Line::C00087:;2
STIF:Line::C02461:;DM3B
STIF:Line::C02662:;5
STIF:Line::C00555:;4 (Future 434)
STIF:Line::C01552:;95-04
STIF:Line::C01337:;L'AUDONIENNE
STIF:Line::C00948:;R
STIF:Line::C00793:;1
STIF:Line::C02187:;61B
STIF:Line::C01947:;8
STIF:Line::C02457:;Ligne Bleue
STIF:Line::C01111:;76
STIF:Line::C00465:;1519
STIF:Line::C00574:;J1 (Future 427)
STIF:Line::C01751:;O2 (Future 430)
STIF:Line::C00651:;18
STIF:Line::C01286:;322
STIF:Line::C00031:;A
STIF:Line::C02240:;500
STIF:Line::C02401:;34S3
STIF:Line::C01624:;409
STIF:Line::C01395:;N44
STIF:Line::C01311:;378
STIF:Line::C02665:;Soirée Mantes-la-Ville
STIF:Line::C01227:;213
STIF:Line::C02135:;7s
STIF:Line::C02136:;7
STIF:Line::C00173:;18
STIF:Line::C01740:;L
STIF:Line::C01775:;S6
STIF:Line::C01988:;48
STIF:Line::C00264:;9501
STIF:Line::C00552:;1 (Future 431)
STIF:Line::C01099:;63
STIF:Line::C01497:;2274
STIF:Line::C00910:;12
STIF:Line::C02069:;03A
STIF:Line::C01961:;8B
STIF:Line::C02478:;6185
STIF:Line::C01212:;191
STIF:Line::C01440:;Eb
STIF:Line::C00230:;R3
STIF:Line::C00863:;22
STIF:Line::C00766:;38
STIF:Line::C00389:;313
STIF:Line::C00388:;303
STIF:Line::C00622:;4
STIF:Line::C01242:;250
STIF:Line::C01244:;252
STIF:Line::C00226:;R117
STIF:Line::C00985:;7001
STIF:Line::C02059:;27
STIF:Line::C01181:;158
STIF:Line::C01561:;9
STIF:Line::C02224:;S9
STIF:Line::C01221:;206
STIF:Line::C01374:;4
STIF:Line::C02564:;75
STIF:Line::C01304:;360
STIF:Line::C01132:;103
STIF:Line::C01958:;7B
STIF:Line::C01960:;7D
STIF:Line::C02229:;Qs
STIF:Line::C01198:;177
STIF:Line::C00126:;172
STIF:Line::C00124:;170
STIF:Line::C00922:;32
STIF:Line::C00490:;10
STIF:Line::C00942:;56S
STIF:Line::C01140:;111
STIF:Line::C01869:;44
STIF:Line::C02040:;CitéVal Cormeilles-en-Parisis
STIF:Line::C00820:;7A
STIF:Line::C02556:;64
STIF:Line::C00452:;30-23
STIF:Line::C00927:;40
STIF:Line::C00105:;330
STIF:Line::C01191:;170
STIF:Line::C00707:;6173
STIF:Line::C00336:;M
STIF:Line::C00048:;6140
STIF:Line::C00287:;Express 4
STIF:Line::C01225:;211
STIF:Line::C00304:;1511
STIF:Line::C00451:;30-22
STIF:Line::C02665:;Soirée Mantes-la-Ville
STIF:Line::C01791:;95-35
STIF:Line::C01186:;164
STIF:Line::C02456:;9 (Future 439)
STIF:Line::C01270:;297
STIF:Line::C01787:;95-31
STIF:Line::C01249:;261
STIF:Line::C01345:;559A
STIF:Line::C02457:;Ligne Bleue
STIF:Line::C02160:;32S
STIF:Line::C00921:;31S
STIF:Line::C00706:;6172
STIF:Line::C02617:;2
STIF:Line::C02619:;3s
STIF:Line::C01111:;76
STIF:Line::C01203:;182
STIF:Line::C00602:;X
STIF:Line::C00691:;M153
STIF:Line::C00676:;DM12
STIF:Line::C01208:;187
STIF:Line::C01278:;310
STIF:Line::C02159:;21
STIF:Line::C00881:;3601
STIF:Line::C02290:;114
STIF:Line::C01841:;P
STIF:Line::C00189:;1
STIF:Line::C01049:;29A
STIF:Line::C01307:;367
STIF:Line::C01190:;169
STIF:Line::C01265:;290
STIF:Line::C00975:;1
STIF:Line::C01185:;163
STIF:Line::C00689:;M151
STIF:Line::C00947:;Express 62
STIF:Line::C00923:;33
STIF:Line::C00942:;56S
STIF:Line::C00749:;82
STIF:Line::C01171:;146
STIF:Line::C01416:;N16
STIF:Line::C01398:;N34
STIF:Line::C01647:;N154
STIF:Line::C02619:;3s
STIF:Line::C00670:;DM8
STIF:Line::C00652:;Express 80
STIF:Line::C01314:;388
STIF:Line::C02159:;21
STIF:Line::C00793:;1
STIF:Line::C01494:;7 (ex SAMOIS)
STIF:Line::C00979:;913.10
STIF:Line::C01157:;128
STIF:Line::C00801:;3633
STIF:Line::C01382:;12
STIF:Line::C01314:;388
STIF:Line::C01578:;607
STIF:Line::C00209:;32
STIF:Line::C02152:;P
STIF:Line::C01397:;N23
STIF:Line::C01420:;N12
STIF:Line::C00420:;6287
STIF:Line::C01268:;294
STIF:Line::C01149:;120
STIF:Line::C01742:;A
STIF:Line::C01157:;128
STIF:Line::C02291:;TàD 43
STIF:Line::C00924:;34
STIF:Line::C01631:;453
STIF:Line::C00734:;16
STIF:Line::C01381:;11
STIF:Line::C02375:;TER Normandie
STIF:Line::C00926:;35
STIF:Line::C00934:;49
STIF:Line::C00921:;31S
STIF:Line::C00920:;31
STIF:Line::C00356:;BM
STIF:Line::C00908:;10
STIF:Line::C00925:;34S1
STIF:Line::C01993:;48
STIF:Line::C01295:;346
STIF:Line::C00472:;95-03B
STIF:Line::C01743:;B
STIF:Line::C00287:;Express 4
STIF:Line::C01082:;32
STIF:Line::C00952:;73
STIF:Line::C02630:;612
STIF:Line::C00738:;20
STIF:Line::C00749:;82
STIF:Line::C01120:;88
STIF:Line::C00627:;23
STIF:Line::C01605:;K
STIF:Line::C00755:;88A
STIF:Line::C01164:;138
STIF:Line::C01188:;166
STIF:Line::C00034:;C
STIF:Line::C01148:;119
STIF:Line::C01176:;152
STIF:Line::C00974:;306.12
STIF:Line::C02073:;12B
STIF:Line::C00365:;LM1
STIF:Line::C00366:;LM2
STIF:Line::C01078:;28
STIF:Line::C00640:;42
STIF:Line::C00878:;3608
STIF:Line::C01737:;H
STIF:Line::C01169:;144
STIF:Line::C01583:;615
STIF:Line::C02428:;71 (Future 446)
STIF:Line::C00292:;1
STIF:Line::C02008:;353
STIF:Line::C01177:;153
STIF:Line::C00330:;A
