name;MonitoringRef
Le Ravin;STIF:StopPoint:Q:21733:
Le Relais;STIF:StopPoint:Q:30645:
Le Relais du Nord;STIF:StopPoint:Q:417086:
Le Rocher;STIF:StopPoint:Q:3537:
Le Rosnel;STIF:StopPoint:Q:424259:
Le Rotoir;STIF:StopPoint:Q:2902:
Le Roty;STIF:StopPoint:Q:9795:
Le Rouget;STIF:StopPoint:Q:10525:
Le Roulis;STIF:StopPoint:Q:33942:
Le Routier;STIF:StopPoint:Q:5511:
Le Ru;STIF:StopPoint:Q:15744:
Le Ruel;STIF:StopPoint:Q:29534:
Le Ruisseau;STIF:StopPoint:Q:29689:
Le Saulchoir - LEP / Lycee;STIF:StopPoint:Q:2769:
Le Semaphore;STIF:StopPoint:Q:424184:
Le Silo;STIF:StopPoint:Q:34019:
Le Square;STIF:StopPoint:Q:5910:
Le Stade;STIF:StopPoint:Q:415867:
Le SuroIt;STIF:StopPoint:Q:18867:
Le Tau;STIF:StopPoint:Q:6732:
Le Temple;STIF:StopPoint:Q:13491:
Le Temps Perdu;STIF:StopPoint:Q:8809:
Le Terrier;STIF:StopPoint:Q:4598:
Le Tertre;STIF:StopPoint:Q:6692:
Le Theatre;STIF:StopPoint:Q:36316:
Le Thuit;STIF:StopPoint:Q:29102:
Le Tilleul;STIF:StopPoint:Q:12892:
Le Trapil;STIF:StopPoint:Q:29755:
Le Tremblay;STIF:StopPoint:Q:416932:
Le Truisy;STIF:StopPoint:Q:5993:
Le Val;STIF:StopPoint:Q:31516:
Le Val Comtat;STIF:StopPoint:Q:12491:
Le Val d'Or;STIF:StopPoint:Q:20972:
Le Val Hebert;STIF:StopPoint:Q:8581:
Le Val Saint-Quentin;STIF:StopPoint:Q:20975:
Le Vau;STIF:StopPoint:Q:2953:
Le Vautron;STIF:StopPoint:Q:6887:
Le Vauvarois;STIF:StopPoint:Q:8609:
Le Verger;STIF:StopPoint:Q:29701:
Le Verger Saint-Exupery;STIF:StopPoint:Q:34476:
Le Verger Saint-Martin;STIF:StopPoint:Q:20786:
Le Vert de Maison RER;STIF:StopPoint:Q:488838:
Le Vert de Maisons RER;STIF:StopPoint:Q:41804:
Le Vesinet - Le Pecq;STIF:StopPoint:Q:473910:
Le Vesinet-Centre;STIF:StopPoint:Q:473914:
Le Village;STIF:StopPoint:Q:490816:
Leblanc - Delbarre;STIF:StopPoint:Q:39326:
Lebon;STIF:StopPoint:Q:31174:
Leclaire;STIF:StopPoint:Q:427347:
Leclerc;STIF:StopPoint:Q:18290:
Leclerc - Chalais;STIF:StopPoint:Q:23394:
Lecoq;STIF:StopPoint:Q:424590:
Lecourbe - Vasco De Gama;STIF:StopPoint:Q:461396:
L'Ecoute s'il Pleut;STIF:StopPoint:Q:3796:
Ledru Rollin;STIF:StopPoint:Q:413086:
Ledru Rollin - Faubourg Saint-Antoine;STIF:StopPoint:Q:24983:
Ledru Rollin - General de Gaulle;STIF:StopPoint:Q:37820:
Ledru-Rollin;STIF:StopPoint:Q:463195:
Ledru-Rollin - General de Gaulle;STIF:StopPoint:Q:29949:
Leduc;STIF:StopPoint:Q:16458:
Lefevre;STIF:StopPoint:Q:19409:
Lefevre - Surmelin;STIF:StopPoint:Q:463797:
Legendre;STIF:StopPoint:Q:27119:
L'eglantier;STIF:StopPoint:Q:3794:
Lelegard;STIF:StopPoint:Q:34322:
Lemercier;STIF:StopPoint:Q:4198:
Lenain de Tillemont;STIF:StopPoint:Q:26901:
Lenainville;STIF:StopPoint:Q:31631:
L'Enclos;STIF:StopPoint:Q:5692:
Lenglen;STIF:StopPoint:Q:425003:
Lenine;STIF:StopPoint:Q:36574:
Lenine;STIF:StopPoint:Q:39728:
Lenotre;STIF:StopPoint:Q:31234:
Lens;STIF:StopPoint:Q:483455:
L'Envol;STIF:StopPoint:Q:3648:
Leo Gausson;STIF:StopPoint:Q:419937:
Leo Lagrange;STIF:StopPoint:Q:15857:
Leon Blum;STIF:StopPoint:Q:38017:
Leon Bourgeois;STIF:StopPoint:Q:40048:
Leon Bresset;STIF:StopPoint:Q:21377:
Leon Bry;STIF:StopPoint:Q:24242:
Leon Casse;STIF:StopPoint:Q:9416:
Leon Cordier;STIF:StopPoint:Q:13216:
Leon Feix;STIF:StopPoint:Q:27435:
Leon Fourcil;STIF:StopPoint:Q:32925:
Leon Gambetta;STIF:StopPoint:Q:40791:
Leon Geffroy;STIF:StopPoint:Q:30142:
Leon Jouhaux;STIF:StopPoint:Q:12233:
Leon Protais;STIF:StopPoint:Q:41649:
Leon Revillon;STIF:StopPoint:Q:21443:
Leon Richet;STIF:StopPoint:Q:16082:
Leonard de Vinci;STIF:StopPoint:Q:18066:
Leonie Laporte;STIF:StopPoint:Q:40410:
Leontine Sohier;STIF:StopPoint:Q:8309:
Leopold Bellan;STIF:StopPoint:Q:479081:
Leopold II;STIF:StopPoint:Q:25394:
LEP Boucher;STIF:StopPoint:Q:40679:
LEP Le Corbusier;STIF:StopPoint:Q:5266:
LEP Mandela;STIF:StopPoint:Q:485615:
L'Epinaye;STIF:StopPoint:Q:31611:
L'Epine;STIF:StopPoint:Q:24960:
L'Epinette;STIF:StopPoint:Q:418984:
L'Epinoche;STIF:StopPoint:Q:490547:
L'Ermitage;STIF:StopPoint:Q:26551:
Les 10 000 Rosiers;STIF:StopPoint:Q:28882:
Les 10 000 Rosiers / Charles De Gaulle;STIF:StopPoint:Q:26435:
Les 2 Chateaux;STIF:StopPoint:Q:15749:
Les 2 Communes;STIF:StopPoint:Q:480502:
Les 2 Lacs;STIF:StopPoint:Q:22292:
Les 2 Puits;STIF:StopPoint:Q:415455:
Les 25 Arpents;STIF:StopPoint:Q:4420:
Les 3 Communes;STIF:StopPoint:Q:27013:
Les 3 Fontaines;STIF:StopPoint:Q:4059:
Les 3 Petits Bois;STIF:StopPoint:Q:426625:
Les 3 Piliers;STIF:StopPoint:Q:477693:
Les 3 Tilleuls;STIF:StopPoint:Q:417010:
Les 4 Chenes;STIF:StopPoint:Q:35839:
Les 4 Routes;STIF:StopPoint:Q:33709:
Les 4 Stops;STIF:StopPoint:Q:20427:
Les 4 Tours;STIF:StopPoint:Q:19153:
Les 7 Arbres;STIF:StopPoint:Q:27575:
Les Abbesses;STIF:StopPoint:Q:427649:
Les Acacias;STIF:StopPoint:Q:32641:
Les Aerostiers;STIF:StopPoint:Q:25648:
Les Agnettes;STIF:StopPoint:Q:24339:
Les Agnettes - Metro;STIF:StopPoint:Q:12417:
Les Ailes;STIF:StopPoint:Q:11568:
Les Alizes;STIF:StopPoint:Q:34502:
Les Alouettes;STIF:StopPoint:Q:24073:
Les Alpes;STIF:StopPoint:Q:25740:
Les Ambassadeurs;STIF:StopPoint:Q:34804:
Les Amonts;STIF:StopPoint:Q:11347:
Les Anemones;STIF:StopPoint:Q:425261:
Les Anglais;STIF:StopPoint:Q:34798:
Les Annonciades;STIF:StopPoint:Q:32643:
Les Antes;STIF:StopPoint:Q:23676:
Les Arcades;STIF:StopPoint:Q:27177:
Les Arcades du Lac;STIF:StopPoint:Q:4406:
Les Ardoines;STIF:StopPoint:Q:486742:
Les Ardoines RER;STIF:StopPoint:Q:27153:
Les Ardrets;STIF:StopPoint:Q:411597:
Les Arenes;STIF:StopPoint:Q:420833:
Les Armoiries;STIF:StopPoint:Q:28050:
Les Ateliers;STIF:StopPoint:Q:31834:
Les Aubepines;STIF:StopPoint:Q:15336:
Les Aubines;STIF:StopPoint:Q:5407:
Les Audigers;STIF:StopPoint:Q:7269:
Les Augustines;STIF:StopPoint:Q:3033:
Les Aulnes;STIF:StopPoint:Q:11877:
Les Avernaises;STIF:StopPoint:Q:29337:
Les Baconnets;STIF:StopPoint:Q:473905:
Les Baconnets RER;STIF:StopPoint:Q:12241:
Les Barbanniers;STIF:StopPoint:Q:28489:
Les Bas Coquarts;STIF:StopPoint:Q:8164:
Les Bas Picards;STIF:StopPoint:Q:34491:
Les Bateliers;STIF:StopPoint:Q:27008:
Les Bates;STIF:StopPoint:Q:18417:
Les Beatus;STIF:StopPoint:Q:7986:
Les Beauchamps;STIF:StopPoint:Q:5340:
Les Beaumonts;STIF:StopPoint:Q:26576:
Les Beaux Vents;STIF:StopPoint:Q:8637:
Les Bedouins;STIF:StopPoint:Q:11879:
Les Bellevues;STIF:StopPoint:Q:8750:
Les Bellouettes;STIF:StopPoint:Q:11176:
Les Bergeres;STIF:StopPoint:Q:423683:
Les Bergeres - Marche;STIF:StopPoint:Q:423679:
Les Berges;STIF:StopPoint:Q:21473:
Les Berges de Charenton;STIF:StopPoint:Q:25732:
Les Berges du Rouillon;STIF:StopPoint:Q:21251:
Les Bethunes;STIF:StopPoint:Q:18765:
Les Beurriers;STIF:StopPoint:Q:8933:
Les Biches;STIF:StopPoint:Q:477044:
Les Bilheux;STIF:StopPoint:Q:35697:
Les Blagis;STIF:StopPoint:Q:12242:
Les Blagis - Gabriel Peri;STIF:StopPoint:Q:30015:
Les Blains;STIF:StopPoint:Q:27308:
Les Blancherons;STIF:StopPoint:Q:15213:
Les Blanches;STIF:StopPoint:Q:471412:
Les Blandards;STIF:StopPoint:Q:19659:
Les Bles d'Or;STIF:StopPoint:Q:20759:
Les Bleuets;STIF:StopPoint:Q:16468:
Les Boblins;STIF:StopPoint:Q:6470:
Les Bocages;STIF:StopPoint:Q:10133:
Les Bondons;STIF:StopPoint:Q:484646:
Les Bondrolles;STIF:StopPoint:Q:8247:
Les Bons Amis;STIF:StopPoint:Q:7303:
Les Bons Enfants;STIF:StopPoint:Q:27282:
Les Bons Raisins;STIF:StopPoint:Q:27249:
Les Bordes;STIF:StopPoint:Q:6224:
Les Bordes RN34;STIF:StopPoint:Q:6706:
Les Bosquets;STIF:StopPoint:Q:32703:
Les Bossus;STIF:StopPoint:Q:18295:
Les Bouleaux;STIF:StopPoint:Q:21486:
Les Boullereaux;STIF:StopPoint:Q:479092:
Les Boullereaux - Champigny RER;STIF:StopPoint:Q:39521:
Les Bourguignons;STIF:StopPoint:Q:23838:
Les Bourseaux;STIF:StopPoint:Q:8855:
Les Boutards;STIF:StopPoint:Q:2955:
Les Bouveries;STIF:StopPoint:Q:13441:
Les Bouvets;STIF:StopPoint:Q:7900:
Les Bouvettes;STIF:StopPoint:Q:13461:
Les Brateaux;STIF:StopPoint:Q:9945:
Les Briochets;STIF:StopPoint:Q:423036:
Les Brosses;STIF:StopPoint:Q:6050:
Les Brouassins;STIF:StopPoint:Q:479692:
Les Brulins;STIF:StopPoint:Q:4452:
Les Brulis;STIF:StopPoint:Q:11153:
Les Bruyeres;STIF:StopPoint:Q:12899:
Les Bruzacques;STIF:StopPoint:Q:5495:
Les Buttes aux Lievres;STIF:StopPoint:Q:23145:
Les Cabarets;STIF:StopPoint:Q:11181:
Les Cailloux;STIF:StopPoint:Q:13246:
Les Campanules;STIF:StopPoint:Q:26045:
Les Canadiens;STIF:StopPoint:Q:25806:
Les Cancelles;STIF:StopPoint:Q:5414:
Les Canches;STIF:StopPoint:Q:12931:
Les Canivelles;STIF:StopPoint:Q:33600:
Les Cantines;STIF:StopPoint:Q:26063:
Les Capucins;STIF:StopPoint:Q:37795:
Les Carneaux;STIF:StopPoint:Q:31814:
Les Carreaux;STIF:StopPoint:Q:8281:
Les Carrieres;STIF:StopPoint:Q:4622:
Les Carrosses;STIF:StopPoint:Q:30481:
Les Carrouges;STIF:StopPoint:Q:26446:
Les Cascades;STIF:StopPoint:Q:478426:
Les Casseaux;STIF:StopPoint:Q:11483:
Les Castors;STIF:StopPoint:Q:11543:
Les Cedres;STIF:StopPoint:Q:10418:
Les Cerfs;STIF:StopPoint:Q:13334:
Les Chailliers;STIF:StopPoint:Q:30154:
Les Chaises;STIF:StopPoint:Q:31667:
Les Chalets;STIF:StopPoint:Q:19918:
Les Champarons;STIF:StopPoint:Q:7882:
Les Champarts;STIF:StopPoint:Q:2970:
Les Champeaux;STIF:StopPoint:Q:423613:
Les Champioux;STIF:StopPoint:Q:7571:
Les Champs;STIF:StopPoint:Q:24216:
Les Champs Pierreux;STIF:StopPoint:Q:488599:
Les Chanoux - Lycee Cugnot;STIF:StopPoint:Q:37149:
Les Chardonnerettes;STIF:StopPoint:Q:8533:
Les Charmes;STIF:StopPoint:Q:4575:
Les Charmilles;STIF:StopPoint:Q:419722:
Les Charvaux;STIF:StopPoint:Q:13681:
Les Chataigniers;STIF:StopPoint:Q:14521:
Les Chatelaines;STIF:StopPoint:Q:13445:
Les Chatelets;STIF:StopPoint:Q:462242:
Les Chatries;STIF:StopPoint:Q:10405:
Les Chaudins;STIF:StopPoint:Q:33806:
Les Chenaux;STIF:StopPoint:Q:9173:
Les Chenes;STIF:StopPoint:Q:5169:
Les Chenevreux;STIF:StopPoint:Q:27455:
Les Cholettes;STIF:StopPoint:Q:28874:
Les Cigognes;STIF:StopPoint:Q:30486:
Les Cliquets;STIF:StopPoint:Q:36877:
Les Clos;STIF:StopPoint:Q:38312:
Les Closeaux;STIF:StopPoint:Q:41749:
Les Closeaux St-Spire;STIF:StopPoint:Q:3777:
Les Clozeaux;STIF:StopPoint:Q:3292:
Les Coccinelles;STIF:StopPoint:Q:488534:
Les Colombes;STIF:StopPoint:Q:33875:
Les Commerces;STIF:StopPoint:Q:30650:
Les Coquelicots;STIF:StopPoint:Q:10193:
Les Coquetiers;STIF:StopPoint:Q:471008:
Les Coquettes;STIF:StopPoint:Q:480133:
Les Corbiers;STIF:StopPoint:Q:6368:
Les Cordes;STIF:StopPoint:Q:424277:
Les Cordonniers;STIF:StopPoint:Q:15282:
Les Cormiers;STIF:StopPoint:Q:423033:
Les Corvelles;STIF:StopPoint:Q:6115:
Les Coteaux;STIF:StopPoint:Q:34782:
Les Coteaux;STIF:StopPoint:Q:4524:
Les Coteaux / Pasteur;STIF:StopPoint:Q:3160:
Les Cotes;STIF:StopPoint:Q:9536:
Les Cottages;STIF:StopPoint:Q:8208:
Les Coudraies;STIF:StopPoint:Q:16147:
Les Coudrayes;STIF:StopPoint:Q:31618:
Les Coudreaux;STIF:StopPoint:Q:411724:
Les Coudrees;STIF:StopPoint:Q:417883:
Les Courlains;STIF:StopPoint:Q:5418:
Les Courreaux;STIF:StopPoint:Q:15806:
Les Cours;STIF:StopPoint:Q:3382:
Les Courtilles;STIF:StopPoint:Q:23277:
Les Courtilles - Metro;STIF:StopPoint:Q:425267:
Les Courtillieres;STIF:StopPoint:Q:7858:
Les Coutures;STIF:StopPoint:Q:5220:
Les Croizettes;STIF:StopPoint:Q:9611:
Les Croubis;STIF:StopPoint:Q:3689:
Les Dahlias;STIF:StopPoint:Q:27646:
Les Damades;STIF:StopPoint:Q:27456:
Les Dames;STIF:StopPoint:Q:5694:
Les Dames Gilles;STIF:StopPoint:Q:9570:
Les Daumones;STIF:StopPoint:Q:427898:
Les Davids;STIF:StopPoint:Q:20078:
Les Demeures;STIF:StopPoint:Q:427463:
Les Demoiselles;STIF:StopPoint:Q:3787:
Les Deux Cedres;STIF:StopPoint:Q:18974:
Les Deux Communes;STIF:StopPoint:Q:30071:
Les Deux Parcs;STIF:StopPoint:Q:37653:
Les Deux Ponts;STIF:StopPoint:Q:427807:
Les Devins;STIF:StopPoint:Q:17486:
Les Devodes;STIF:StopPoint:Q:3448:
Les Diablots;STIF:StopPoint:Q:5299:
Les DInes Chiens;STIF:StopPoint:Q:485563:
Les Dix Arpents;STIF:StopPoint:Q:38417:
Les Dolmens;STIF:StopPoint:Q:32510:
Les Doucerons;STIF:StopPoint:Q:9571:
Les Doucettes;STIF:StopPoint:Q:28507:
Les Douves;STIF:StopPoint:Q:477696:
Les Doyers;STIF:StopPoint:Q:33807:
Les Echabots;STIF:StopPoint:Q:38308:
Les Echassons;STIF:StopPoint:Q:3173:
Les Ecoles;STIF:StopPoint:Q:5627:
Les ecoles;STIF:StopPoint:Q:4380:
Les econdeaux;STIF:StopPoint:Q:18048:
Les Ecouardes;STIF:StopPoint:Q:419850:
Les ecrivains;STIF:StopPoint:Q:20538:
Les Ecuyers;STIF:StopPoint:Q:34517:
Les Eguerets;STIF:StopPoint:Q:8794:
Les eguerets;STIF:StopPoint:Q:5499:
Les Elancourtines;STIF:StopPoint:Q:20640:
Les emondants;STIF:StopPoint:Q:3478:
Les Emples;STIF:StopPoint:Q:14316:
Les Esperances;STIF:StopPoint:Q:5239:
Les Essarts;STIF:StopPoint:Q:9607:
Les Essarts le Roi;STIF:StopPoint:Q:41225:
Les Essarts-le-Roi;STIF:StopPoint:Q:471614:
Les Estudines;STIF:StopPoint:Q:462581:
Les Etangs;STIF:StopPoint:Q:18834:
Les Etards;STIF:StopPoint:Q:14905:
Les Explorateurs;STIF:StopPoint:Q:416731:
Les Fauvelles;STIF:StopPoint:Q:23435:
Les Fauvettes;STIF:StopPoint:Q:23141:
Les Feugeres;STIF:StopPoint:Q:14160:
Les Feuillets;STIF:StopPoint:Q:419833:
Les Feux;STIF:StopPoint:Q:462012:
Les Flanades;STIF:StopPoint:Q:29477:
Les Fleurs;STIF:StopPoint:Q:4773:
Les Folies;STIF:StopPoint:Q:415454:
Les Fonceaux;STIF:StopPoint:Q:13517:
Les Fontaines;STIF:StopPoint:Q:4389:
Les Fontenelles;STIF:StopPoint:Q:2388:
Les Forboeufs;STIF:StopPoint:Q:8656:
Les Forestieres;STIF:StopPoint:Q:21540:
Les Fortes Terres;STIF:StopPoint:Q:13038:
Les Fosses Neufs;STIF:StopPoint:Q:33484:
Les Fougeres;STIF:StopPoint:Q:38167:
Les Fouilles;STIF:StopPoint:Q:3274:
Les Foulons;STIF:StopPoint:Q:11489:
Les Fours;STIF:StopPoint:Q:33714:
Les Franciades;STIF:StopPoint:Q:482369:
Les Frenes;STIF:StopPoint:Q:38375:
Les Freres Voisin;STIF:StopPoint:Q:27445:
Les Froulans;STIF:StopPoint:Q:415608:
Les Gaillardes;STIF:StopPoint:Q:480426:
Les Galants Courts;STIF:StopPoint:Q:3863:
Les Gardes;STIF:StopPoint:Q:480600:
Les Garennes;STIF:StopPoint:Q:14047:
Les Gatines;STIF:StopPoint:Q:20600:
Les Gatines Rouges;STIF:StopPoint:Q:415150:
Les Gats;STIF:StopPoint:Q:17448:
Les Gaudins;STIF:StopPoint:Q:5316:
Les Gauthiers;STIF:StopPoint:Q:425099:
Les Gazelles;STIF:StopPoint:Q:19608:
Les Genets;STIF:StopPoint:Q:15560:
Les Genettes;STIF:StopPoint:Q:40096:
Les Genevriers;STIF:StopPoint:Q:33726:
Les Genottes;STIF:StopPoint:Q:8958:
Les Geraniums;STIF:StopPoint:Q:36842:
Les Gibets;STIF:StopPoint:Q:30195:
Les Glaises;STIF:StopPoint:Q:34495:
Les Glaisieres;STIF:StopPoint:Q:39662:
Les Gobelins;STIF:StopPoint:Q:25735:
Les Godardes;STIF:StopPoint:Q:487963:
Les Godets;STIF:StopPoint:Q:12248:
Les Goulvents;STIF:StopPoint:Q:27234:
Les Grandes Pieces;STIF:StopPoint:Q:10550:
Les Grandes Vallees;STIF:StopPoint:Q:7400:
Les Grands Chenes;STIF:StopPoint:Q:477492:
Les Grands Jardins;STIF:StopPoint:Q:20865:
Les Grands Pres;STIF:StopPoint:Q:38782:
Les Graviers;STIF:StopPoint:Q:17232:
Les Gres;STIF:StopPoint:Q:33113:
Les Gresillons;STIF:StopPoint:Q:36879:
Les Gresillons RER;STIF:StopPoint:Q:23894:
Les Gressets;STIF:StopPoint:Q:32089:
Les Greves;STIF:StopPoint:Q:34035:
Les Griottes;STIF:StopPoint:Q:10379:
Les Gros Ormes;STIF:StopPoint:Q:33861:
Les Gros Saules;STIF:StopPoint:Q:9029:
Les Groseilliers;STIF:StopPoint:Q:20220:
Les Grouettes;STIF:StopPoint:Q:8938:
Les Groux;STIF:StopPoint:Q:13631:
Les Guerandes;STIF:StopPoint:Q:13648:
Les Guettes;STIF:StopPoint:Q:16066:
Les Guignieres;STIF:StopPoint:Q:18484:
Les Guilleraies;STIF:StopPoint:Q:23877:
Les Guinets;STIF:StopPoint:Q:12843:
Les Haies;STIF:StopPoint:Q:20358:
Les Haies Fleuries;STIF:StopPoint:Q:33289:
Les Haizettes;STIF:StopPoint:Q:31445:
Les Halles;STIF:StopPoint:Q:22146:
Les Halles - Centre Georges Pompidou;STIF:StopPoint:Q:37538:
Les Halliers;STIF:StopPoint:Q:411577:
Les Hameaux;STIF:StopPoint:Q:463387:
Les Hantes;STIF:StopPoint:Q:16644:
Les Hauts Batons;STIF:StopPoint:Q:36464:
Les Hauts Chateaux;STIF:StopPoint:Q:36246:
Les Hauts Cornuts;STIF:StopPoint:Q:3837:
Les Hauts de Bry;STIF:StopPoint:Q:40901:
Les Hauts Roseaux;STIF:StopPoint:Q:36468:
Les Helices;STIF:StopPoint:Q:11571:
Les Heronnieres;STIF:StopPoint:Q:30769:
Les Heuruelles;STIF:StopPoint:Q:9591:
Les Houis;STIF:StopPoint:Q:6562:
Les Houtraits;STIF:StopPoint:Q:39367:
Les Hublins;STIF:StopPoint:Q:14050:
Les Ibis;STIF:StopPoint:Q:32098:
Les Ifs;STIF:StopPoint:Q:15469:
Les Iles;STIF:StopPoint:Q:477908:
Les Iles;STIF:StopPoint:Q:488134:
Les Iris;STIF:StopPoint:Q:29820:
Les Jardins de Boussois;STIF:StopPoint:Q:22342:
Les Jardins de la Bievre;STIF:StopPoint:Q:427507:
Les Joncs Marins;STIF:StopPoint:Q:479347:
Les Jonquilles;STIF:StopPoint:Q:3275:
Les Jouannes;STIF:StopPoint:Q:5498:
Les Juilliottes - Metro;STIF:StopPoint:Q:25903:
Les Jumelles;STIF:StopPoint:Q:6051:
Les Laitieres;STIF:StopPoint:Q:8175:
Les Lampes;STIF:StopPoint:Q:34677:
Les Larris;STIF:StopPoint:Q:10132:
Les Latteux;STIF:StopPoint:Q:30604:
Les Laurentes;STIF:StopPoint:Q:11888:
Les Lavandieres;STIF:StopPoint:Q:9001:
Les Lierres - Herivaux;STIF:StopPoint:Q:38145:
Les Lierres - Louise Michel;STIF:StopPoint:Q:25472:
Les Ligneres;STIF:StopPoint:Q:10762:
Les Lignieres;STIF:StopPoint:Q:419854:
Les Lilas;STIF:StopPoint:Q:30584:
Les Limites;STIF:StopPoint:Q:28335:
Les Limons;STIF:StopPoint:Q:6116:
Les Linandes Orange;STIF:StopPoint:Q:9598:
Les Lions de Beaubourg;STIF:StopPoint:Q:15564:
Les Locheres;STIF:StopPoint:Q:38085:
Les Loges;STIF:StopPoint:Q:6584:
Les Loges eglise;STIF:StopPoint:Q:20357:
Les Logettes;STIF:StopPoint:Q:38873:
Les Longaines;STIF:StopPoint:Q:3869:
Les Louveries;STIF:StopPoint:Q:21111:
Les Louvetiers;STIF:StopPoint:Q:28909:
Les Louvettes;STIF:StopPoint:Q:32536:
Les Lozaits;STIF:StopPoint:Q:23677:
Les Lycees;STIF:StopPoint:Q:29368:
Les Madeleines;STIF:StopPoint:Q:19850:
Les Malassis;STIF:StopPoint:Q:25116:
Les Malines;STIF:StopPoint:Q:3880:
Les Maraichers;STIF:StopPoint:Q:35104:
Les MaraIchers;STIF:StopPoint:Q:30496:
Les Marais;STIF:StopPoint:Q:5279:
Les Marceaux;STIF:StopPoint:Q:29187:
Les Marcets;STIF:StopPoint:Q:12580:
Les Marchais;STIF:StopPoint:Q:15529:
Les Mardelles Maurice de Broglie;STIF:StopPoint:Q:19468:
Les Marechaux;STIF:StopPoint:Q:30588:
Les Mareeux;STIF:StopPoint:Q:40547:
Les Marguerites;STIF:StopPoint:Q:32390:
Les Marjoberts;STIF:StopPoint:Q:18504:
Les Marmousets;STIF:StopPoint:Q:15249:
Les Marnaudes;STIF:StopPoint:Q:7943:
Les Marronniers;STIF:StopPoint:Q:39679:
Les Marsandes;STIF:StopPoint:Q:462258:
Les Martinets;STIF:StopPoint:Q:24502:
Les Matelots;STIF:StopPoint:Q:471190:
Les Mazes;STIF:StopPoint:Q:33895:
Les Mazurieres;STIF:StopPoint:Q:7908:
Les Meillottes;STIF:StopPoint:Q:3984:
Les Menhirs;STIF:StopPoint:Q:426858:
Les Merisiers;STIF:StopPoint:Q:33692:
Les Merles;STIF:StopPoint:Q:16648:
Les Messiers;STIF:StopPoint:Q:23774:
Les Metz - Clair Bois;STIF:StopPoint:Q:20371:
Les Metz - Hoche;STIF:StopPoint:Q:20370:
Les Metz - La Mare;STIF:StopPoint:Q:12674:
Les Meuniers;STIF:StopPoint:Q:34679:
Les Millonets;STIF:StopPoint:Q:416900:
Les Milons;STIF:StopPoint:Q:23443:
Les Mines;STIF:StopPoint:Q:38006:
Les Miroirs;STIF:StopPoint:Q:8505:
Les Mitelles;STIF:StopPoint:Q:38614:
Les Mobiles;STIF:StopPoint:Q:42103:
Les Moines;STIF:StopPoint:Q:4774:
Les Monceaux;STIF:StopPoint:Q:3251:
Les Mongets;STIF:StopPoint:Q:6447:
Les Monrois;STIF:StopPoint:Q:21407:
Les Montagnettes;STIF:StopPoint:Q:38043:
Les Montceaux;STIF:StopPoint:Q:31845:
Les Montgoins;STIF:StopPoint:Q:6632:
Les Morandieres;STIF:StopPoint:Q:2956:
Les Mordacs;STIF:StopPoint:Q:37288:
Les Morins;STIF:StopPoint:Q:29056:
Les Mornois;STIF:StopPoint:Q:30606:
Les Moulineaux;STIF:StopPoint:Q:23440:
Les Moulins;STIF:StopPoint:Q:22730:
Les Moulins - Camping;STIF:StopPoint:Q:36834:
Les Mousquetaires;STIF:StopPoint:Q:36371:
Les Mousseaux;STIF:StopPoint:Q:35419:
Les Moussets;STIF:StopPoint:Q:32400:
Les Mulottes;STIF:StopPoint:Q:17460:
Les Murets;STIF:StopPoint:Q:419095:
Les Murgets;STIF:StopPoint:Q:32257:
Les Muriers;STIF:StopPoint:Q:28460:
Les Murs;STIF:StopPoint:Q:11890:
Les Myosotis;STIF:StopPoint:Q:14954:
Les Naquettes;STIF:StopPoint:Q:5154:
Les Narcisses;STIF:StopPoint:Q:8586:
Les Nefliers;STIF:StopPoint:Q:33253:
Les Neuillis;STIF:StopPoint:Q:6248:
Les Noels;STIF:StopPoint:Q:424889:
Les Nolongues;STIF:StopPoint:Q:10764:
Les Noues;STIF:StopPoint:Q:38710:
Les Nouveaux Horizons;STIF:StopPoint:Q:20682:
Les Noyers;STIF:StopPoint:Q:26522:
Les Oiseaux;STIF:StopPoint:Q:14313:
Les Oiseaux - Parc du peuple de l'herbe;STIF:StopPoint:Q:420984:
Les Olympiades;STIF:StopPoint:Q:38047:
Les Orantes;STIF:StopPoint:Q:4831:
Les Ormeaux;STIF:StopPoint:Q:6681:
Les Ormes;STIF:StopPoint:Q:13322:
Les Osiers;STIF:StopPoint:Q:8508:
Les Ouches;STIF:StopPoint:Q:38326:
Les Paquerettes;STIF:StopPoint:Q:8274:
Les Parapluies;STIF:StopPoint:Q:26423:
Les Parclairs;STIF:StopPoint:Q:26413:
Les Parechaux;STIF:StopPoint:Q:36785:
Les Parouzets;STIF:StopPoint:Q:38683:
Les Parrichets;STIF:StopPoint:Q:9317:
Les Patios;STIF:StopPoint:Q:3576:
Les Patios Interieurs;STIF:StopPoint:Q:20488:
Les Patis;STIF:StopPoint:Q:478643:
Les Patis;STIF:StopPoint:Q:9022:
Les Pavillons;STIF:StopPoint:Q:9194:
Les Pavillons Fleuris;STIF:StopPoint:Q:24097:
Les Pavillons-sous-Bois;STIF:StopPoint:Q:471786:
Les Pavillons-sous-Bois T4;STIF:StopPoint:Q:41025:
Les Peintres;STIF:StopPoint:Q:12966:
Les Penchardaises;STIF:StopPoint:Q:423847:
Les Pepinieres;STIF:StopPoint:Q:20887:
Les Perreux;STIF:StopPoint:Q:10105:
Les Perriers;STIF:StopPoint:Q:13106:
Les Perruches;STIF:StopPoint:Q:14732:
Les Pervenches;STIF:StopPoint:Q:3277:
