name;MonitoringRef
Rond-Point Mondetour;STIF:StopPoint:Q:11310:
Rond-Point Nord;STIF:StopPoint:Q:16816:
Rond-Point Pasteur;STIF:StopPoint:Q:17325:
Rond-point Pierre Semard - P. Vaillant Couturier;STIF:StopPoint:Q:18822:
Rond-Point Pierre Semard - Turgot;STIF:StopPoint:Q:28319:
Rond-Point Pierre Timbaud;STIF:StopPoint:Q:24065:
Rond-Point Pierre Timbaud - Jules Larose;STIF:StopPoint:Q:420560:
Rond-Point Roosevelt;STIF:StopPoint:Q:37203:
Rond-Point Royal;STIF:StopPoint:Q:32198:
Rond-Point Saint-Charles;STIF:StopPoint:Q:23464:
Rond-Point Saint-Germain;STIF:StopPoint:Q:41752:
Rond-Point Saint-Nicolas;STIF:StopPoint:Q:4750:
Rond-Point Schwartz;STIF:StopPoint:Q:23897:
Rond-Point Technoparc;STIF:StopPoint:Q:13967:
Rond-Point Thiers;STIF:StopPoint:Q:19507:
Rond-Point Val de Grace;STIF:StopPoint:Q:12685:
Rond-Point Wittlich;STIF:StopPoint:Q:472551:
Rond-Point Zola;STIF:StopPoint:Q:13363:
Ronqueux;STIF:StopPoint:Q:31974:
Ronsard;STIF:StopPoint:Q:13429:
Ronsard Villon;STIF:StopPoint:Q:19205:
Roosevelt;STIF:StopPoint:Q:14371:
Roque de Fillol;STIF:StopPoint:Q:28516:
Roquette - Pere Lachaise;STIF:StopPoint:Q:26288:
Rosa Bonheur;STIF:StopPoint:Q:30503:
Rosa Parks;STIF:StopPoint:Q:420316:
Rosa Parks - Curial;STIF:StopPoint:Q:420582:
Rosay;STIF:StopPoint:Q:18597:
Rose Bertin;STIF:StopPoint:Q:2168:
Rose des Vents;STIF:StopPoint:Q:33464:
Roseau;STIF:StopPoint:Q:31508:
Rosebois;STIF:StopPoint:Q:484529:
Rosebrie;STIF:StopPoint:Q:13202:
Roseland;STIF:StopPoint:Q:14179:
Rosenberg;STIF:StopPoint:Q:3964:
Roseraie;STIF:StopPoint:Q:15766:
Roses;STIF:StopPoint:Q:15592:
Rosier Rouge;STIF:StopPoint:Q:40416:
Rosiere;STIF:StopPoint:Q:35281:
Rosieres;STIF:StopPoint:Q:7551:
Rosiers;STIF:StopPoint:Q:29133:
Rosny 2 - Centre Commercial;STIF:StopPoint:Q:41735:
Rosny 2 Nord;STIF:StopPoint:Q:37642:
Rosny Bois Perrier;STIF:StopPoint:Q:41017:
Rosny sous Bois;STIF:StopPoint:Q:41018:
Rosny sur Seine;STIF:StopPoint:Q:41289:
Rosny-sous-Bois;STIF:StopPoint:Q:470765:
Rosny-sous-Bois RER;STIF:StopPoint:Q:421757:
Rosny-sur-Seine;STIF:StopPoint:Q:19960:
Rosny-sur-Seine Gare SNCF - depose 1;STIF:StopPoint:Q:488022:
Rossignols;STIF:StopPoint:Q:424506:
Rossignols Provence;STIF:StopPoint:Q:40688:
Rossini;STIF:StopPoint:Q:3966:
Rosso;STIF:StopPoint:Q:33457:
Rostropovitch - Pont Teresa;STIF:StopPoint:Q:477229:
Rothschild;STIF:StopPoint:Q:15511:
Rotis;STIF:StopPoint:Q:31615:
Rotoir;STIF:StopPoint:Q:31510:
Rotonde;STIF:StopPoint:Q:2765:
Roublot;STIF:StopPoint:Q:37088:
Rouen;STIF:StopPoint:Q:18000:
Rouge Bourse;STIF:StopPoint:Q:10526:
Rouge Chaperon;STIF:StopPoint:Q:40316:
Rougeau;STIF:StopPoint:Q:33423:
Rougemont;STIF:StopPoint:Q:39969:
Rougemont Chanteloup;STIF:StopPoint:Q:471289:
Rougemonts - Liberte;STIF:StopPoint:Q:10366:
Rougemonts egalite;STIF:StopPoint:Q:10368:
Rougemonts Fraternite;STIF:StopPoint:Q:10367:
Rouget de Lisle;STIF:StopPoint:Q:478986:
Rouillard;STIF:StopPoint:Q:32759:
Rouillon;STIF:StopPoint:Q:31344:
Rouilly le Bas;STIF:StopPoint:Q:6348:
Rouilly le Haut;STIF:StopPoint:Q:6872:
Rouquier - Rivay;STIF:StopPoint:Q:26279:
Roussay Kennedy;STIF:StopPoint:Q:3664:
Rousseau;STIF:StopPoint:Q:34269:
Roussel;STIF:StopPoint:Q:38879:
Rousselle;STIF:StopPoint:Q:23734:
Rousset - Audigers;STIF:StopPoint:Q:12923:
Roussieres;STIF:StopPoint:Q:18002:
Roussigny - Abreuvoir;STIF:StopPoint:Q:9199:
Roussigny - Clos Tavin;STIF:StopPoint:Q:9196:
Roussillon;STIF:StopPoint:Q:22597:
Route Blanche;STIF:StopPoint:Q:417042:
Route d'Archet;STIF:StopPoint:Q:10958:
Route d'Arpajon;STIF:StopPoint:Q:3703:
Route d'Aulnay;STIF:StopPoint:Q:19314:
Route d'Aulnay - Jean Moulin;STIF:StopPoint:Q:37629:
Route de Beauval;STIF:StopPoint:Q:14679:
Route de Bonnieres;STIF:StopPoint:Q:12576:
Route de Bouray;STIF:StopPoint:Q:12003:
Route de Bourgogne;STIF:StopPoint:Q:16077:
Route de Brezolles;STIF:StopPoint:Q:13612:
Route de Bry - Aristide Briand;STIF:StopPoint:Q:26033:
Route de Buchelay;STIF:StopPoint:Q:18004:
Route de Cannes;STIF:StopPoint:Q:15901:
Route de Chambry;STIF:StopPoint:Q:423768:
Route de Champagne;STIF:StopPoint:Q:15885:
Route de Charmoy;STIF:StopPoint:Q:425078:
Route de Chartrettes;STIF:StopPoint:Q:477959:
Route de Chatou;STIF:StopPoint:Q:8007:
Route de Chevinois;STIF:StopPoint:Q:16157:
Route de Chevreuse;STIF:StopPoint:Q:25056:
Route de Chevry;STIF:StopPoint:Q:33683:
Route de Commeny;STIF:StopPoint:Q:32938:
Route de Conflans;STIF:StopPoint:Q:5421:
Route de Corbeil;STIF:StopPoint:Q:485711:
Route de Cormeilles;STIF:StopPoint:Q:7451:
Route de Croissy;STIF:StopPoint:Q:32291:
Route de Drocourt;STIF:StopPoint:Q:416924:
Route de Fontainebleau;STIF:StopPoint:Q:34081:
Route de Fremecourt;STIF:StopPoint:Q:29561:
Route de Fublaines;STIF:StopPoint:Q:478127:
Route de Gasny;STIF:StopPoint:Q:416941:
Route de Gonesse;STIF:StopPoint:Q:18884:
Route de Grigny;STIF:StopPoint:Q:4050:
Route de Guitrancourt;STIF:StopPoint:Q:424569:
Route de Janvry;STIF:StopPoint:Q:4753:
Route de la Borde;STIF:StopPoint:Q:41607:
Route de la Gare;STIF:StopPoint:Q:35666:
Route de la Muette;STIF:StopPoint:Q:413165:
Route de la Queue en Brie;STIF:StopPoint:Q:21441:
Route de la Reine - Jean Jaures;STIF:StopPoint:Q:25545:
Route de la Roche;STIF:StopPoint:Q:18584:
Route de la Terrasse;STIF:StopPoint:Q:463653:
Route de l'Arpenteur;STIF:StopPoint:Q:419508:
Route de Lesigny;STIF:StopPoint:Q:21396:
Route de Livry;STIF:StopPoint:Q:30946:
Route de Machault;STIF:StopPoint:Q:480527:
Route de Maisse;STIF:StopPoint:Q:7316:
Route de Marly;STIF:StopPoint:Q:415667:
Route De Massy - Les Champarts;STIF:StopPoint:Q:28893:
Route de Maule;STIF:StopPoint:Q:32411:
Route de Melun;STIF:StopPoint:Q:479664:
Route de Mennecy;STIF:StopPoint:Q:23035:
Route de Moissy;STIF:StopPoint:Q:33011:
Route de Monnerville;STIF:StopPoint:Q:12005:
Route de Moret;STIF:StopPoint:Q:33826:
Route de Morsang;STIF:StopPoint:Q:33410:
Route de Nangis;STIF:StopPoint:Q:419777:
Route de Neuilly;STIF:StopPoint:Q:413261:
Route de Paris;STIF:StopPoint:Q:30334:
Route de Pierrelaye - Parc des Sports;STIF:StopPoint:Q:19695:
Route de Poincy;STIF:StopPoint:Q:4944:
Route de Royaumont;STIF:StopPoint:Q:40506:
Route de Saacy;STIF:StopPoint:Q:11182:
Route de Saacy;STIF:StopPoint:Q:488445:
Route de Saint Leu;STIF:StopPoint:Q:33249:
Route de Saint-Gratien;STIF:StopPoint:Q:14222:
Route de Suresnes;STIF:StopPoint:Q:478362:
Route de Survilliers;STIF:StopPoint:Q:40496:
Route de Tacoignieres;STIF:StopPoint:Q:35563:
Route de Torfou;STIF:StopPoint:Q:8576:
Route de Tremblay;STIF:StopPoint:Q:38180:
Route de Trilport;STIF:StopPoint:Q:4906:
Route de Vaux;STIF:StopPoint:Q:32553:
Route de Vemars;STIF:StopPoint:Q:485534:
Route de Verneuil;STIF:StopPoint:Q:411946:
Route de Versailles;STIF:StopPoint:Q:34510:
Route de Versailles n°21-30;STIF:StopPoint:Q:27166:
Route de Vetheuil;STIF:StopPoint:Q:416873:
Route de Villevert;STIF:StopPoint:Q:422049:
Route de Voisenon;STIF:StopPoint:Q:31017:
Route d'Egreville;STIF:StopPoint:Q:34061:
Route d'Epernon;STIF:StopPoint:Q:31683:
Route des Cretes;STIF:StopPoint:Q:12585:
Route des Lacs;STIF:StopPoint:Q:413161:
Route des Moulins;STIF:StopPoint:Q:478408:
Route des Parquets;STIF:StopPoint:Q:13258:
Route des Puits;STIF:StopPoint:Q:425669:
Route d'evecquemont;STIF:StopPoint:Q:32866:
Route d'Evry;STIF:StopPoint:Q:411620:
Route d'Ezanville;STIF:StopPoint:Q:23828:
Route d'Ocquerre;STIF:StopPoint:Q:10743:
Route d'Orgeval;STIF:StopPoint:Q:32406:
Route d'Ozoir;STIF:StopPoint:Q:426351:
Route du Moutier;STIF:StopPoint:Q:35768:
Route du Perray;STIF:StopPoint:Q:31898:
Route du Port;STIF:StopPoint:Q:30136:
Route du Val;STIF:StopPoint:Q:31941:
Route d'Us;STIF:StopPoint:Q:29551:
Route Ferme d'Arcy;STIF:StopPoint:Q:474341:
Route Louise;STIF:StopPoint:Q:30582:
Route Militaire;STIF:StopPoint:Q:11573:
Route Nationale;STIF:StopPoint:Q:10652:
Route Neuve;STIF:StopPoint:Q:477339:
Route Pierrelaye;STIF:StopPoint:Q:8638:
Route Pierrrelaye;STIF:StopPoint:Q:8752:
Rouveyrol;STIF:StopPoint:Q:40877:
Rouvray;STIF:StopPoint:Q:6492:
Roy Rene;STIF:StopPoint:Q:487804:
Royal;STIF:StopPoint:Q:34914:
Royale;STIF:StopPoint:Q:17324:
RPA Dangien;STIF:StopPoint:Q:13268:
Ru de Gironde;STIF:StopPoint:Q:17260:
Ru de Maubuee;STIF:StopPoint:Q:41701:
Ru de Montfort;STIF:StopPoint:Q:26992:
Ru de Vaux;STIF:StopPoint:Q:23833:
Rubens - ecole des Arts et Metiers;STIF:StopPoint:Q:420784:
Rucheres;STIF:StopPoint:Q:21855:
Rudignon;STIF:StopPoint:Q:15984:
Rue / Place des Fetes;STIF:StopPoint:Q:463762:
Rue / Route de Sevran;STIF:StopPoint:Q:40754:
Rue a Trait;STIF:StopPoint:Q:419139:
Rue Albert Bertin;STIF:StopPoint:Q:2233:
Rue Ampere;STIF:StopPoint:Q:20141:
Rue Andin;STIF:StopPoint:Q:5752:
Rue au Ble;STIF:StopPoint:Q:38704:
Rue au Loup;STIF:StopPoint:Q:30948:
Rue au Pain;STIF:StopPoint:Q:13961:
Rue Barre;STIF:StopPoint:Q:490639:
Rue Benard;STIF:StopPoint:Q:23997:
Rue Berlioz;STIF:StopPoint:Q:3982:
Rue Bertaux;STIF:StopPoint:Q:8569:
Rue Berthelot;STIF:StopPoint:Q:28802:
Rue Bizet;STIF:StopPoint:Q:10485:
Rue Bouchard;STIF:StopPoint:Q:11046:
Rue Bourgoin / Saintry Entree;STIF:StopPoint:Q:7037:
Rue Brenu;STIF:StopPoint:Q:413286:
Rue Brunot;STIF:StopPoint:Q:477412:
Rue Champlouis;STIF:StopPoint:Q:477405:
Rue Chantepuits;STIF:StopPoint:Q:486241:
Rue Charles Fourier;STIF:StopPoint:Q:419824:
Rue Chaude;STIF:StopPoint:Q:13763:
Rue Cler;STIF:StopPoint:Q:39485:
Rue Courtier;STIF:StopPoint:Q:11099:
Rue Curie;STIF:StopPoint:Q:41572:
Rue d'Ableval - Parc Industriel;STIF:StopPoint:Q:25477:
Rue d'Ablon;STIF:StopPoint:Q:2645:
Rue d'Antin;STIF:StopPoint:Q:3951:
Rue d'Arcueil;STIF:StopPoint:Q:462223:
Rue d'Athis;STIF:StopPoint:Q:35980:
Rue d'Auffargis;STIF:StopPoint:Q:474109:
Rue d'Aulnay;STIF:StopPoint:Q:490644:
Rue d'Autouillet;STIF:StopPoint:Q:35386:
Rue de Bagneaux;STIF:StopPoint:Q:33865:
Rue de Bazincourt;STIF:StopPoint:Q:13304:
Rue de Beaute;STIF:StopPoint:Q:26025:
Rue de Beauvais;STIF:StopPoint:Q:478706:
Rue de Bellesmes;STIF:StopPoint:Q:15666:
Rue de Bernau;STIF:StopPoint:Q:39523:
Rue de Bernaü;STIF:StopPoint:Q:39524:
Rue de Bicetre;STIF:StopPoint:Q:35889:
Rue de Billancourt;STIF:StopPoint:Q:25419:
Rue de Boinville;STIF:StopPoint:Q:31994:
Rue de Bonneville;STIF:StopPoint:Q:35616:
Rue de Boran;STIF:StopPoint:Q:38888:
Rue de Bray;STIF:StopPoint:Q:462219:
Rue de Brevannes - Chere Annee;STIF:StopPoint:Q:26716:
Rue de Brie;STIF:StopPoint:Q:6623:
Rue de Brinches;STIF:StopPoint:Q:478108:
Rue de Cernay;STIF:StopPoint:Q:4792:
Rue de Chaintreaux;STIF:StopPoint:Q:34090:
Rue de Chanteloup;STIF:StopPoint:Q:13688:
Rue de Chatillon;STIF:StopPoint:Q:477809:
Rue de Chatou;STIF:StopPoint:Q:7658:
Rue de Chevre;STIF:StopPoint:Q:486949:
Rue de Chevry;STIF:StopPoint:Q:16450:
Rue de Chilly;STIF:StopPoint:Q:421338:
Rue de Choisy;STIF:StopPoint:Q:13871:
Rue de Conde;STIF:StopPoint:Q:415817:
Rue de Cormeilles;STIF:StopPoint:Q:486518:
Rue de Coubron;STIF:StopPoint:Q:479816:
Rue de Coudray;STIF:StopPoint:Q:7454:
Rue de Courson;STIF:StopPoint:Q:9163:
Rue de Crecy;STIF:StopPoint:Q:10911:
Rue de Crespieres (Mare);STIF:StopPoint:Q:32408:
Rue de Dourdan;STIF:StopPoint:Q:31819:
Rue de Feucherolles;STIF:StopPoint:Q:13672:
Rue de Flandres;STIF:StopPoint:Q:19165:
Rue de Gency;STIF:StopPoint:Q:9020:
Rue de Germigny;STIF:StopPoint:Q:478268:
Rue de Giez;STIF:StopPoint:Q:40493:
Rue de Groslay;STIF:StopPoint:Q:14339:
Rue de Guivry;STIF:StopPoint:Q:423807:
Rue de Joinville;STIF:StopPoint:Q:26428:
Rue de Jouy;STIF:StopPoint:Q:37546:
Rue de la Baignade;STIF:StopPoint:Q:8151:
Rue de la Belle Borne;STIF:StopPoint:Q:413744:
Rue de la Bergerie;STIF:StopPoint:Q:34131:
Rue de la Berionne;STIF:StopPoint:Q:7543:
Rue de la Bresse;STIF:StopPoint:Q:22954:
Rue de la Chapelle;STIF:StopPoint:Q:36479:
Rue de la Chasse;STIF:StopPoint:Q:423367:
Rue de la Commanderie;STIF:StopPoint:Q:10612:
Rue de la Commune;STIF:StopPoint:Q:422940:
Rue de la Croix;STIF:StopPoint:Q:6820:
Rue de la Ferme;STIF:StopPoint:Q:22470:
Rue de la Ferte;STIF:StopPoint:Q:480071:
Rue de la Foret;STIF:StopPoint:Q:487991:
Rue de la Frette;STIF:StopPoint:Q:422335:
Rue de la GaIte;STIF:StopPoint:Q:2606:
Rue de la Gare;STIF:StopPoint:Q:35565:
Rue de la Garenne;STIF:StopPoint:Q:16118:
Rue de la Grange;STIF:StopPoint:Q:17381:
Rue de la Haie-Coq;STIF:StopPoint:Q:36990:
Rue de la Jeune Fille;STIF:StopPoint:Q:38121:
Rue de la Liberation;STIF:StopPoint:Q:3644:
Rue de la Liberation n°20;STIF:StopPoint:Q:413245:
Rue de la Louveterie;STIF:StopPoint:Q:418855:
Rue de la Marliere;STIF:StopPoint:Q:38642:
Rue de la Marne;STIF:StopPoint:Q:479076:
Rue de la Montagne;STIF:StopPoint:Q:33917:
Rue de la Paix;STIF:StopPoint:Q:463513:
Rue de la Piquette;STIF:StopPoint:Q:35653:
Rue de la Plaine;STIF:StopPoint:Q:24230:
Rue de la Pointe;STIF:StopPoint:Q:427509:
Rue de la Pompe;STIF:StopPoint:Q:463055:
Rue de la Poste;STIF:StopPoint:Q:9832:
Rue de la Presche;STIF:StopPoint:Q:30517:
Rue de la Republique;STIF:StopPoint:Q:29931:
Rue de la Reuilly;STIF:StopPoint:Q:25522:
Rue de la Salle;STIF:StopPoint:Q:34592:
Rue de la SFIM;STIF:StopPoint:Q:23165:
Rue de la Source;STIF:StopPoint:Q:33853:
Rue de la Station;STIF:StopPoint:Q:480535:
Rue de la Tour;STIF:StopPoint:Q:485931:
Rue de la Vallee;STIF:StopPoint:Q:34080:
Rue de la Vesgre;STIF:StopPoint:Q:35589:
Rue de Lagny;STIF:StopPoint:Q:11047:
Rue de l'Aigle;STIF:StopPoint:Q:36815:
Rue de Lallier;STIF:StopPoint:Q:28598:
Rue de l'Ancien Moulin;STIF:StopPoint:Q:39699:
Rue de l'Attelage;STIF:StopPoint:Q:462313:
Rue de l'Aubette;STIF:StopPoint:Q:32634:
Rue de l'Aulnaie;STIF:StopPoint:Q:490497:
Rue de l'Avenir;STIF:StopPoint:Q:11506:
Rue de l'Avenue;STIF:StopPoint:Q:29014:
Rue de l'Ecluse;STIF:StopPoint:Q:33555:
Rue de l'Egalite;STIF:StopPoint:Q:40825:
Rue de l'Eglise;STIF:StopPoint:Q:19826:
Rue de l'Epine;STIF:StopPoint:Q:38708:
Rue de l'Ermitage;STIF:StopPoint:Q:9324:
Rue de l'Est;STIF:StopPoint:Q:25427:
Rue de l'Etang;STIF:StopPoint:Q:18863:
Rue de l'etape;STIF:StopPoint:Q:415278:
Rue de l'Hautil;STIF:StopPoint:Q:13690:
Rue de l'Horloge;STIF:StopPoint:Q:485347:
Rue de Liers;STIF:StopPoint:Q:425921:
Rue de Lille;STIF:StopPoint:Q:8361:
Rue de L'industrie;STIF:StopPoint:Q:462078:
Rue de l'Orme;STIF:StopPoint:Q:416895:
Rue de Lorraine;STIF:StopPoint:Q:34927:
Rue de l'Ortebout;STIF:StopPoint:Q:12975:
Rue de l'Union;STIF:StopPoint:Q:36522:
Rue de l'Yerres;STIF:StopPoint:Q:17117:
Rue de l'Yonne;STIF:StopPoint:Q:38386:
Rue de Lys;STIF:StopPoint:Q:426960:
Rue de l'Yser;STIF:StopPoint:Q:13220:
Rue de Malnoue;STIF:StopPoint:Q:25616:
Rue de Mantes;STIF:StopPoint:Q:35528:
Rue de Marolles;STIF:StopPoint:Q:21402:
Rue de Marseille;STIF:StopPoint:Q:412154:
Rue de Massy - Mirabeau;STIF:StopPoint:Q:413138:
Rue de Maule;STIF:StopPoint:Q:32465:
Rue de Meaux;STIF:StopPoint:Q:427137:
Rue de Metz;STIF:StopPoint:Q:10979:
Rue de Meulan;STIF:StopPoint:Q:32577:
Rue de Montgeron;STIF:StopPoint:Q:17005:
Rue de Montreuil;STIF:StopPoint:Q:24033:
Rue de Moret;STIF:StopPoint:Q:16181:
Rue de Neuilly;STIF:StopPoint:Q:7826:
Rue de Noiseau;STIF:StopPoint:Q:21419:
Rue de Noisy-le-Sec;STIF:StopPoint:Q:25124:
Rue de Normandie;STIF:StopPoint:Q:13905:
Rue de Pantin;STIF:StopPoint:Q:25117:
Rue de Paradis;STIF:StopPoint:Q:415688:
Rue de Paris;STIF:StopPoint:Q:28373:
Rue de Paris n°105;STIF:StopPoint:Q:26454:
Rue de Paris n°155;STIF:StopPoint:Q:26466:
Rue de Picardie;STIF:StopPoint:Q:11155:
Rue de Plaisance - Lycee Louis Armand;STIF:StopPoint:Q:22581:
Rue de Pommeret;STIF:StopPoint:Q:21103:
Rue de Pontault;STIF:StopPoint:Q:14974:
Rue de Port Marly;STIF:StopPoint:Q:411680:
Rue de Provins;STIF:StopPoint:Q:15910:
Rue de Quiers;STIF:StopPoint:Q:33237:
Rue de Romainville;STIF:StopPoint:Q:25150:
Rue de Romilly;STIF:StopPoint:Q:34938:
Rue de Saint BenoIt;STIF:StopPoint:Q:474332:
Rue de Saint Hilarion;STIF:StopPoint:Q:31364:
Rue de Saint-Gratien;STIF:StopPoint:Q:26144:
Rue de Saint-Prix;STIF:StopPoint:Q:13300:
Rue de Sannois;STIF:StopPoint:Q:5578:
Rue de Sarcelles;STIF:StopPoint:Q:28553:
Rue de Satory;STIF:StopPoint:Q:20637:
Rue de Savigny;STIF:StopPoint:Q:416636:
Rue de Seine;STIF:StopPoint:Q:27504:
Rue de Senlis;STIF:StopPoint:Q:38881:
Rue de Silly;STIF:StopPoint:Q:25426:
Rue de Silly - Rue de Paris;STIF:StopPoint:Q:25696:
Rue de Soisy;STIF:StopPoint:Q:5525:
Rue de Strasbourg;STIF:StopPoint:Q:4042:
Rue de Tessancourt;STIF:StopPoint:Q:32377:
Rue de Varennes;STIF:StopPoint:Q:480168:
Rue de Verdun;STIF:StopPoint:Q:479462:
Rue de Ville;STIF:StopPoint:Q:16576:
Rue de Villeparisis;STIF:StopPoint:Q:21229:
Rue de Vincennes;STIF:StopPoint:Q:28722:
Rue Degas;STIF:StopPoint:Q:478130:
Rue d'Egreville;STIF:StopPoint:Q:425081:
Rue d'Emery;STIF:StopPoint:Q:26131:
Rue d'Enghien;STIF:StopPoint:Q:23091:
Rue des 2 Soeurs;STIF:StopPoint:Q:462801:
Rue des Aerostiers;STIF:StopPoint:Q:36458:
Rue des Amandiers;STIF:StopPoint:Q:24721:
Rue des Anciennes Mairies;STIF:StopPoint:Q:41987:
Rue des Artistes;STIF:StopPoint:Q:29779:
Rue des Arts;STIF:StopPoint:Q:2608:
Rue des Aulnes;STIF:StopPoint:Q:32491:
Rue des Barreaux;STIF:StopPoint:Q:7393:
Rue des Bois;STIF:StopPoint:Q:24822:
Rue des Bonnets;STIF:StopPoint:Q:424512:
Rue des Bouleaux;STIF:StopPoint:Q:38371:
Rue des Boulets;STIF:StopPoint:Q:488208:
Rue des Bourets - Pont de Suresnes;STIF:StopPoint:Q:26091:
Rue des Brices;STIF:StopPoint:Q:35570:
Rue des Briquetteries;STIF:StopPoint:Q:13260:
Rue des Brugnauts;STIF:StopPoint:Q:28148:
Rue des Caillettes;STIF:StopPoint:Q:477415:
Rue des Canadiens;STIF:StopPoint:Q:480622:
Rue des Carrieres;STIF:StopPoint:Q:477359:
Rue des Chamois;STIF:StopPoint:Q:490667:
Rue des Champs;STIF:StopPoint:Q:36819:
Rue des Chasses;STIF:StopPoint:Q:8063:
Rue des Chesnois;STIF:StopPoint:Q:15903:
Rue des Chevres;STIF:StopPoint:Q:33403:
Rue des Cites;STIF:StopPoint:Q:39591:
Rue des Clos;STIF:StopPoint:Q:3955:
Rue des Cognassiers;STIF:StopPoint:Q:4387:
Rue des Coteaux;STIF:StopPoint:Q:27581:
Rue des Cottages;STIF:StopPoint:Q:20961:
Rue des Dames;STIF:StopPoint:Q:15905:
Rue des Ecoles;STIF:StopPoint:Q:5231:
Rue des Entrees;STIF:StopPoint:Q:488315:
Rue des Epinettes;STIF:StopPoint:Q:15417:
Rue des Etudiants;STIF:StopPoint:Q:23715:
Rue des Fauvettes;STIF:StopPoint:Q:28463:
Rue des Fetes;STIF:StopPoint:Q:463771:
Rue des Fleurs;STIF:StopPoint:Q:22313:
Rue des Folies;STIF:StopPoint:Q:7905:
Rue des Fosses;STIF:StopPoint:Q:30600:
Rue des Fossettes;STIF:StopPoint:Q:29588:
Rue des Freres Lumiere n°15;STIF:StopPoint:Q:34128:
Rue des Freres Lumiere n°67;STIF:StopPoint:Q:34126:
Rue des Fusilles;STIF:StopPoint:Q:415227:
Rue des Fusilles de Chateaubriant;STIF:StopPoint:Q:27793:
Rue des Granges;STIF:StopPoint:Q:14338:
Rue des Grillons;STIF:StopPoint:Q:10334:
Rue des Guichettes;STIF:StopPoint:Q:34052:
Rue des Hautes Patures n°11;STIF:StopPoint:Q:18210:
Rue des Hersiers;STIF:StopPoint:Q:27358:
Rue des Jardins;STIF:StopPoint:Q:40169:
Rue des Joncs;STIF:StopPoint:Q:413640:
Rue des Loges;STIF:StopPoint:Q:34935:
Rue des Martyrs;STIF:StopPoint:Q:5027:
Rue des Meillottes;STIF:StopPoint:Q:3961:
Rue des Mesanges;STIF:StopPoint:Q:477384:
Rue des Meulieres;STIF:StopPoint:Q:417538:
Rue des Mezereaux;STIF:StopPoint:Q:31018:
Rue des Moines;STIF:StopPoint:Q:8414:
Rue des Mureaux;STIF:StopPoint:Q:32579:
Rue des Noels;STIF:StopPoint:Q:24293:
Rue des Noyers;STIF:StopPoint:Q:36178:
Rue des Olivettes;STIF:StopPoint:Q:27710:
Rue des Oliviers;STIF:StopPoint:Q:25192:
Rue des Orfevres;STIF:StopPoint:Q:14961:
Rue des Perdrix;STIF:StopPoint:Q:482669:
Rue des Petites Fontaines;STIF:StopPoint:Q:29625:
Rue des Peupliers;STIF:StopPoint:Q:19360:
Rue des Pierreux;STIF:StopPoint:Q:478455:
Rue des Pins;STIF:StopPoint:Q:33940:
Rue des Plantes;STIF:StopPoint:Q:30228:
Rue des Pommiers;STIF:StopPoint:Q:36221:
Rue des Ponts;STIF:StopPoint:Q:3257:
Rue des Pres;STIF:StopPoint:Q:414486:
Rue des Presles;STIF:StopPoint:Q:8347:
Rue des Pyrenees;STIF:StopPoint:Q:33903:
Rue des Quinze Arpents;STIF:StopPoint:Q:29868:
Rue des Remises;STIF:StopPoint:Q:421280:
Rue des Roches;STIF:StopPoint:Q:19896:
Rue des Rossignols;STIF:StopPoint:Q:39269:
Rue des Sablons;STIF:StopPoint:Q:2959:
Rue des Saules;STIF:StopPoint:Q:32615:
Rue des Sources;STIF:StopPoint:Q:3474:
Rue des Sports;STIF:StopPoint:Q:477185:
Rue des Trois Pavillons;STIF:StopPoint:Q:420774:
Rue des Trop Cheres;STIF:StopPoint:Q:16068:
Rue des Turlures;STIF:StopPoint:Q:4995:
Rue des Vignes;STIF:StopPoint:Q:5945:
Rue des Violettes;STIF:StopPoint:Q:38538:
Rue d'Hardeville;STIF:StopPoint:Q:417094:
Rue d'Herblay;STIF:StopPoint:Q:9917:
Rue d'Orient;STIF:StopPoint:Q:6279:
Rue d'Orleans;STIF:StopPoint:Q:19241:
Rue du 11 Novembre;STIF:StopPoint:Q:38701:
Rue du 11 Novembre 1918;STIF:StopPoint:Q:37250:
Rue du 14 Juillet;STIF:StopPoint:Q:477426:
Rue du 18 Juin;STIF:StopPoint:Q:5294:
Rue du 26 Aout 1944;STIF:StopPoint:Q:423738:
Rue du 4 Septembre;STIF:StopPoint:Q:16072:
Rue du 4eme Zouave;STIF:StopPoint:Q:479087:
Rue du 8 Mai;STIF:StopPoint:Q:482407:
Rue du 8 Mai 1945;STIF:StopPoint:Q:20510:
Rue du Bac;STIF:StopPoint:Q:413474:
Rue du Bac - Rene Char;STIF:StopPoint:Q:34186:
Rue du Ballon;STIF:StopPoint:Q:36473:
Rue du Barrage;STIF:StopPoint:Q:39339:
Rue du Bas Marin;STIF:StopPoint:Q:36729:
Rue du Bas Samois;STIF:StopPoint:Q:4998:
Rue du Bel-Air;STIF:StopPoint:Q:482444:
Rue du Bellay;STIF:StopPoint:Q:19501:
Rue du Bois de Boulogne;STIF:StopPoint:Q:7746:
Rue du Bois de Chars;STIF:StopPoint:Q:417097:
Rue du Bois l'Abbe - Louise Collet;STIF:StopPoint:Q:27779:
Rue du Bourg;STIF:StopPoint:Q:32584:
Rue du Centre;STIF:StopPoint:Q:28439:
Rue du Chapitre;STIF:StopPoint:Q:423136:
Rue du Chateau;STIF:StopPoint:Q:413611:
Rue du Chateau de Saint-Jean;STIF:StopPoint:Q:36180:
